ticket_id,customer_id,created_date,issue_type,priority,status,resolution_time,agent_name,customer_rating
TKT000275,7563-BIUPC,2020-08-19,Technical Support,High,Resolved,26,Arjun Patel,2.0
TKT000276,2321-OMBXY,2022-05-03,No Internet,High,Open,37,Rohit Kumar,
TKT000277,2321-OMBXY,2020-12-19,Router Problem,High,Resolved,13,Karan Mehta,3.0
TKT000278,2840-XANRC,2023-05-04,Slow Internet,Medium,Closed,49,Vikas Yadav,4.0
TKT000279,2840-XANRC,2022-02-02,Account Login,Medium,Resolved,71,Priya Verma,4.0
TKT000280,2840-XANRC,2022-08-15,Billing Issue,High,Resolved,26,Priya Verma,1.0
TKT000281,2840-XANRC,2020-04-21,Account Login,Low,Closed,67,Vikas Yadav,2.0
TKT000282,5020-ZSTTY,2021-12-01,TV Streaming Issue,High,Resolved,14,Aman Singh,2.0
TKT000283,5020-ZSTTY,2020-05-22,WiFi Connectivity,High,Resolved,38,Vikas Yadav,3.0
TKT000284,5020-ZSTTY,2021-09-18,WiFi Connectivity,Low,Resolved,90,Anjali Jain,4.0
TKT000285,5020-ZSTTY,2023-03-05,Technical Support,Medium,Closed,64,Arjun Patel,4.0
TKT000286,5020-ZSTTY,2025-01-10,Movie Streaming Issue,Medium,Closed,43,Aman Singh,1.0
TKT000287,5804-LEPIM,2024-07-20,TV Streaming Issue,High,Open,29,Aman Singh,
TKT000288,5804-LEPIM,2024-09-18,Billing Issue,High,Resolved,41,Priya Verma,2.0
TKT000289,5804-LEPIM,2022-03-12,Phone Service Issue,High,Resolved,38,Rahul Sharma,4.0
TKT000290,5804-LEPIM,2025-03-22,Router Problem,Medium,Resolved,41,Neha Gupta,3.0
TKT000291,5804-LEPIM,2022-12-07,Phone Service Issue,Low,Resolved,87,Rahul Sharma,1.0
TKT000292,0122-OAHPZ,2024-06-21,Billing Issue,Medium,Resolved,46,Rohit Kumar,2.0
TKT000293,0122-OAHPZ,2021-11-01,No Internet,Medium,Resolved,39,Karan Mehta,1.0
TKT000294,0122-OAHPZ,2023-08-10,Slow Internet,Medium,Resolved,46,Arjun Patel,2.0
TKT000295,2868-SNELZ,2022-09-05,Billing Issue,Medium,Open,71,Anjali Jain,
TKT000296,2868-SNELZ,2024-10-04,Payment Issue,High,Resolved,31,Aman Singh,3.0
TKT000297,2868-SNELZ,2024-10-13,Phone Service Issue,High,Resolved,31,Arjun Patel,3.0
TKT000298,2868-SNELZ,2024-02-23,Account Login,Medium,Resolved,62,Aman Singh,2.0
TKT000299,4322-RCYMT,2022-07-08,Payment Issue,High,Open,40,Karan Mehta,
TKT000300,4322-RCYMT,2021-03-25,No Internet,Medium,Closed,38,Arjun Patel,3.0
TKT000301,4322-RCYMT,2022-05-23,TV Streaming Issue,Medium,In Progress,46,Arjun Patel,
TKT000302,4322-RCYMT,2023-03-24,Payment Issue,High,In Progress,23,Aman Singh,
TKT000303,6680-NENYN,2025-05-10,Slow Internet,Low,Resolved,72,Anjali Jain,4.0
TKT000304,6680-NENYN,2022-04-11,TV Streaming Issue,Low,Resolved,110,Priya Verma,4.0
TKT000305,1343-EHPYB,2024-10-28,Payment Issue,Low,Resolved,100,Arjun Patel,3.0
TKT000306,1343-EHPYB,2022-12-18,TV Streaming Issue,High,In Progress,23,Rahul Sharma,
TKT000307,1343-EHPYB,2021-08-21,No Internet,Medium,Resolved,31,Neha Gupta,1.0
TKT000308,1343-EHPYB,2020-07-07,Movie Streaming Issue,Medium,Resolved,25,Karan Mehta,1.0
TKT000309,1343-EHPYB,2020-03-24,Account Login,High,Resolved,25,Arjun Patel,3.0
TKT000310,2034-GDRCN,2024-05-19,Billing Issue,Medium,Resolved,36,Rahul Sharma,1.0
TKT000311,2034-GDRCN,2021-10-05,Slow Internet,Medium,Resolved,65,Arjun Patel,2.0
TKT000312,2034-GDRCN,2020-02-04,No Internet,Medium,Resolved,31,Neha Gupta,3.0
TKT000313,0219-YTZUE,2024-09-24,Movie Streaming Issue,High,Resolved,17,Arjun Patel,1.0
TKT000314,0219-YTZUE,2025-04-19,Router Problem,High,Resolved,30,Simran Kaur,4.0
TKT000315,0219-YTZUE,2024-01-28,Slow Internet,Medium,Open,28,Aman Singh,
TKT000316,0623-IIHUG,2025-12-03,TV Streaming Issue,Low,Resolved,117,Priya Verma,1.0
TKT000317,0623-IIHUG,2024-12-17,WiFi Connectivity,Medium,Open,36,Aman Singh,
TKT000318,0623-IIHUG,2024-02-07,WiFi Connectivity,High,Closed,47,Vikas Yadav,4.0
TKT000319,0623-IIHUG,2025-09-09,Phone Service Issue,Low,Resolved,94,Anjali Jain,3.0
TKT000320,4572-DVCGN,2021-06-22,No Internet,Medium,In Progress,46,Aman Singh,
TKT000321,4572-DVCGN,2021-12-08,Router Problem,High,Resolved,28,Aman Singh,3.0
TKT000322,4572-DVCGN,2021-11-17,Payment Issue,Medium,Closed,43,Priya Verma,1.0
TKT000323,9057-MSWCO,2021-10-17,WiFi Connectivity,High,Open,42,Neha Gupta,
TKT000324,9057-MSWCO,2021-06-23,TV Streaming Issue,High,In Progress,33,Rahul Sharma,
TKT000325,9057-MSWCO,2021-07-27,Payment Issue,High,Resolved,44,Rahul Sharma,2.0
TKT000326,9057-MSWCO,2020-09-01,WiFi Connectivity,High,Resolved,48,Rahul Sharma,1.0
TKT000327,9057-MSWCO,2024-09-20,Router Problem,High,Resolved,44,Vikas Yadav,3.0
TKT000328,1010-DIAUQ,2021-12-19,Payment Issue,High,In Progress,44,Aman Singh,
TKT000329,1010-DIAUQ,2021-01-05,No Internet,Medium,Resolved,56,Rahul Sharma,4.0
TKT000330,1010-DIAUQ,2023-12-15,Router Problem,High,Resolved,19,Rahul Sharma,1.0
TKT000331,1010-DIAUQ,2024-06-05,Router Problem,Medium,Resolved,67,Vikas Yadav,1.0
TKT000332,0259-GBZSH,2022-11-22,Technical Support,Low,Resolved,120,Priya Verma,2.0
TKT000333,0259-GBZSH,2025-10-26,WiFi Connectivity,Medium,In Progress,28,Anjali Jain,
TKT000334,0259-GBZSH,2024-12-13,WiFi Connectivity,High,Closed,15,Arjun Patel,1.0
TKT000335,0259-GBZSH,2025-09-24,Phone Service Issue,High,Resolved,34,Vikas Yadav,2.0
TKT000336,0259-GBZSH,2023-09-16,Account Login,High,Resolved,21,Anjali Jain,2.0
TKT000337,9601-BRXPO,2022-09-11,Router Problem,High,Resolved,33,Arjun Patel,2.0
TKT000338,9601-BRXPO,2024-05-16,Technical Support,High,Resolved,32,Karan Mehta,3.0
TKT000339,6905-NIQIN,2021-08-12,No Internet,Medium,Closed,60,Rahul Sharma,2.0
TKT000340,6905-NIQIN,2021-01-21,No Internet,High,Resolved,33,Karan Mehta,1.0
TKT000341,5167-ZFFMM,2020-09-09,Router Problem,Medium,Closed,60,Arjun Patel,3.0
TKT000342,5167-ZFFMM,2020-08-18,Movie Streaming Issue,Low,Resolved,98,Arjun Patel,3.0
TKT000343,4895-TMWIR,2023-06-03,Billing Issue,Medium,Resolved,66,Simran Kaur,2.0
TKT000344,4895-TMWIR,2020-07-22,Phone Service Issue,High,Closed,36,Rahul Sharma,1.0
TKT000345,0533-BNWKF,2025-05-16,Router Problem,Medium,Closed,42,Rahul Sharma,4.0
TKT000346,0533-BNWKF,2024-03-12,Router Problem,High,Closed,23,Priya Verma,2.0
TKT000347,0533-BNWKF,2022-12-13,Router Problem,Medium,Closed,53,Anjali Jain,2.0
TKT000348,0533-BNWKF,2021-08-22,Phone Service Issue,High,Closed,18,Priya Verma,3.0
TKT000349,0533-BNWKF,2020-07-26,Account Login,High,Resolved,46,Simran Kaur,1.0
TKT000350,6599-CEBNN,2023-06-22,Slow Internet,Medium,Resolved,32,Simran Kaur,2.0
TKT000351,6599-CEBNN,2022-11-10,Router Problem,Medium,Closed,31,Vikas Yadav,3.0
TKT000352,0979-PHULV,2025-07-06,Billing Issue,High,Resolved,37,Aman Singh,2.0
TKT000353,0979-PHULV,2021-10-26,Billing Issue,High,Resolved,44,Aman Singh,4.0
TKT000354,0979-PHULV,2021-02-02,Billing Issue,Low,In Progress,93,Anjali Jain,
TKT000355,0979-PHULV,2022-09-25,WiFi Connectivity,Low,Closed,84,Priya Verma,2.0
TKT000356,4800-VHZKI,2021-06-23,Account Login,High,Open,33,Simran Kaur,
TKT000357,4800-VHZKI,2024-12-11,Phone Service Issue,Low,Closed,108,Vikas Yadav,2.0
TKT000358,4800-VHZKI,2025-07-19,Account Login,High,Resolved,35,Karan Mehta,3.0
TKT000359,4800-VHZKI,2023-10-09,Account Login,Medium,Resolved,58,Priya Verma,1.0
TKT000360,4800-VHZKI,2020-05-23,Payment Issue,High,Resolved,15,Neha Gupta,4.0
TKT000361,7989-CHGTL,2024-02-27,Billing Issue,High,Resolved,46,Rohit Kumar,3.0
TKT000362,7989-CHGTL,2022-03-13,Billing Issue,High,Resolved,19,Karan Mehta,1.0
TKT000363,7989-CHGTL,2024-12-16,Account Login,High,Closed,13,Rahul Sharma,2.0
TKT000364,0334-GDDSO,2025-08-12,Movie Streaming Issue,Medium,In Progress,24,Simran Kaur,
TKT000365,0334-GDDSO,2022-05-23,Billing Issue,High,Resolved,33,Rahul Sharma,3.0
TKT000366,0334-GDDSO,2020-05-10,Technical Support,Medium,Closed,24,Vikas Yadav,3.0
TKT000367,0334-GDDSO,2020-09-17,Router Problem,Medium,Resolved,46,Neha Gupta,3.0
TKT000368,0578-SKVMF,2023-09-10,WiFi Connectivity,High,Resolved,12,Rahul Sharma,1.0
TKT000369,0578-SKVMF,2022-10-10,Payment Issue,Low,Resolved,67,Priya Verma,4.0
TKT000370,0578-SKVMF,2020-06-04,Phone Service Issue,High,Closed,23,Arjun Patel,4.0
TKT000371,5564-NEMQO,2023-02-15,Technical Support,High,In Progress,15,Arjun Patel,
TKT000372,5564-NEMQO,2024-01-16,Slow Internet,High,Resolved,29,Neha Gupta,3.0
TKT000373,9063-ZGTUY,2023-06-18,Payment Issue,Medium,Open,58,Anjali Jain,
TKT000374,9063-ZGTUY,2021-07-19,Account Login,Medium,In Progress,71,Anjali Jain,
TKT000375,9063-ZGTUY,2020-12-17,Payment Issue,High,Resolved,30,Priya Verma,2.0
TKT000376,9063-ZGTUY,2023-04-01,Phone Service Issue,High,Resolved,22,Aman Singh,1.0
TKT000377,2957-LOLHO,2023-05-13,Phone Service Issue,Medium,Resolved,45,Rohit Kumar,1.0
TKT000378,2957-LOLHO,2024-05-05,Router Problem,Low,Resolved,86,Aman Singh,4.0
TKT000379,2957-LOLHO,2025-12-11,Payment Issue,High,Resolved,39,Vikas Yadav,1.0
TKT000380,2957-LOLHO,2023-02-26,Billing Issue,High,Closed,16,Priya Verma,4.0
TKT000381,7752-XUSCI,2020-05-02,Router Problem,High,Resolved,13,Rahul Sharma,1.0
TKT000382,7752-XUSCI,2025-08-19,Technical Support,Medium,Resolved,39,Simran Kaur,4.0
TKT000383,7752-XUSCI,2024-06-02,Billing Issue,Low,Resolved,62,Simran Kaur,2.0
TKT000384,4110-PFEUZ,2025-09-07,TV Streaming Issue,High,Resolved,33,Anjali Jain,1.0
TKT000385,4110-PFEUZ,2023-07-01,Payment Issue,Medium,Closed,60,Rohit Kumar,3.0
TKT000386,0256-LTHVJ,2023-08-21,Phone Service Issue,Low,Closed,78,Aman Singh,3.0
TKT000387,0256-LTHVJ,2020-09-21,No Internet,Low,Resolved,108,Arjun Patel,4.0
TKT000388,0256-LTHVJ,2025-12-12,WiFi Connectivity,Medium,Resolved,39,Aman Singh,4.0
TKT000389,0880-TKATG,2022-08-20,Payment Issue,Medium,Resolved,50,Arjun Patel,2.0
TKT000390,0880-TKATG,2023-11-20,WiFi Connectivity,High,In Progress,38,Rohit Kumar,
TKT000391,3811-VBYBZ,2020-03-12,Billing Issue,High,Resolved,48,Priya Verma,1.0
TKT000392,3811-VBYBZ,2021-09-16,Account Login,High,Resolved,18,Neha Gupta,3.0
TKT000393,4640-UHDOS,2025-07-17,Billing Issue,High,Resolved,39,Rohit Kumar,1.0
TKT000394,4640-UHDOS,2022-01-11,Payment Issue,High,Open,43,Arjun Patel,
TKT000395,4640-UHDOS,2022-10-24,Movie Streaming Issue,High,In Progress,45,Rohit Kumar,
TKT000396,3583-EKAPL,2022-02-02,Account Login,High,Resolved,20,Neha Gupta,1.0
TKT000397,3583-EKAPL,2025-05-16,WiFi Connectivity,High,Resolved,38,Neha Gupta,2.0
TKT000398,9399-APLBT,2020-03-23,Slow Internet,High,Closed,48,Neha Gupta,1.0
TKT000399,9399-APLBT,2024-09-20,TV Streaming Issue,Medium,Closed,66,Anjali Jain,1.0
TKT000400,2359-KMGLI,2022-10-23,Router Problem,Medium,Resolved,50,Anjali Jain,1.0
TKT000401,2359-KMGLI,2020-01-09,Billing Issue,Medium,Resolved,48,Rohit Kumar,2.0
TKT000402,2359-KMGLI,2024-04-12,Account Login,Medium,In Progress,64,Karan Mehta,
TKT000403,2359-KMGLI,2023-10-09,Movie Streaming Issue,High,Resolved,45,Vikas Yadav,3.0
TKT000404,2359-KMGLI,2020-01-21,Slow Internet,High,Resolved,45,Arjun Patel,3.0
TKT000405,0306-JAELE,2024-12-24,TV Streaming Issue,High,In Progress,23,Anjali Jain,
TKT000406,0306-JAELE,2023-04-22,Technical Support,Medium,Resolved,53,Aman Singh,2.0
TKT000407,0306-JAELE,2024-03-01,Slow Internet,High,Closed,38,Arjun Patel,1.0
TKT000408,0306-JAELE,2021-11-24,Technical Support,High,Resolved,42,Rahul Sharma,4.0
TKT000409,6227-HWPWX,2022-02-03,WiFi Connectivity,High,Resolved,44,Rohit Kumar,1.0
TKT000410,6227-HWPWX,2021-03-20,Account Login,High,Resolved,22,Rahul Sharma,4.0
TKT000411,0447-BEMNG,2023-08-27,TV Streaming Issue,Medium,Open,39,Rahul Sharma,
TKT000412,0447-BEMNG,2022-05-02,Router Problem,Low,Resolved,80,Priya Verma,3.0
TKT000413,0447-BEMNG,2024-12-01,Slow Internet,Medium,Resolved,50,Arjun Patel,1.0
TKT000414,0447-BEMNG,2025-09-21,Technical Support,Medium,Closed,30,Neha Gupta,1.0
TKT000415,5949-XIKAE,2025-03-14,Router Problem,Medium,Resolved,37,Rahul Sharma,4.0
TKT000416,5949-XIKAE,2022-05-28,No Internet,Low,Resolved,94,Rohit Kumar,3.0
TKT000417,8372-JUXUI,2020-04-04,Technical Support,High,Closed,27,Simran Kaur,3.0
TKT000418,8372-JUXUI,2025-08-28,Router Problem,Medium,Closed,55,Priya Verma,3.0
TKT000419,0388-EOPEX,2025-02-06,Phone Service Issue,Low,Open,61,Aman Singh,
TKT000420,0388-EOPEX,2023-05-02,Router Problem,High,Resolved,43,Arjun Patel,2.0
TKT000421,8205-OTCHB,2024-12-17,Phone Service Issue,Medium,Closed,27,Rahul Sharma,4.0
TKT000422,8205-OTCHB,2021-11-28,No Internet,High,Resolved,31,Karan Mehta,3.0
TKT000423,8205-OTCHB,2025-12-09,Movie Streaming Issue,Low,Closed,80,Neha Gupta,1.0
TKT000424,8205-OTCHB,2025-01-15,Payment Issue,Medium,Resolved,37,Rahul Sharma,4.0
TKT000425,8205-OTCHB,2025-07-06,Slow Internet,High,Resolved,34,Neha Gupta,2.0
TKT000426,6235-VDHOM,2022-03-08,No Internet,High,Resolved,18,Aman Singh,2.0
TKT000427,6235-VDHOM,2023-02-12,Payment Issue,Medium,Closed,64,Priya Verma,3.0
TKT000428,6235-VDHOM,2024-10-01,Payment Issue,Medium,Resolved,59,Rahul Sharma,3.0
TKT000429,7783-YKGDV,2025-05-02,No Internet,High,Open,31,Aman Singh,
TKT000430,7783-YKGDV,2025-05-07,TV Streaming Issue,High,Open,45,Vikas Yadav,
TKT000431,7783-YKGDV,2025-11-28,Payment Issue,Medium,Resolved,53,Karan Mehta,2.0
TKT000432,7783-YKGDV,2025-12-23,Phone Service Issue,High,Closed,28,Aman Singh,1.0
TKT000433,7783-YKGDV,2024-07-18,TV Streaming Issue,High,Closed,20,Rohit Kumar,1.0
TKT000434,5609-CEBID,2021-05-01,TV Streaming Issue,Low,Resolved,108,Arjun Patel,1.0
TKT000435,5609-CEBID,2025-12-25,WiFi Connectivity,High,Closed,48,Simran Kaur,1.0
TKT000436,5609-CEBID,2024-10-12,Slow Internet,Medium,Resolved,39,Aman Singh,4.0
TKT000437,7218-HKQFK,2024-02-18,Movie Streaming Issue,High,Open,16,Karan Mehta,
TKT000438,7218-HKQFK,2023-06-11,No Internet,Medium,Closed,40,Neha Gupta,3.0
TKT000439,7218-HKQFK,2021-11-14,TV Streaming Issue,Medium,Resolved,48,Rohit Kumar,1.0
TKT000440,7218-HKQFK,2022-05-07,Account Login,Low,Closed,75,Aman Singh,3.0
TKT000441,7218-HKQFK,2020-11-04,Account Login,Low,Resolved,48,Anjali Jain,1.0
TKT000442,4636-QRJKY,2020-10-17,TV Streaming Issue,High,Resolved,27,Arjun Patel,3.0
TKT000443,4636-QRJKY,2020-09-18,Slow Internet,Low,Open,72,Anjali Jain,
TKT000444,4636-QRJKY,2022-12-18,No Internet,Medium,In Progress,44,Vikas Yadav,
TKT000445,4636-QRJKY,2022-06-15,WiFi Connectivity,High,Resolved,33,Rohit Kumar,3.0
TKT000446,4636-QRJKY,2021-02-26,TV Streaming Issue,High,Resolved,32,Karan Mehta,4.0
TKT000447,5956-VKDTT,2020-11-06,Payment Issue,Medium,Open,60,Vikas Yadav,
TKT000448,5956-VKDTT,2023-07-09,TV Streaming Issue,Medium,Closed,35,Aman Singh,1.0
TKT000449,9412-GHEEC,2024-05-01,Billing Issue,High,Resolved,16,Priya Verma,2.0
TKT000450,9412-GHEEC,2023-05-04,Billing Issue,Low,Resolved,76,Rahul Sharma,1.0
TKT000451,9412-GHEEC,2022-04-11,Phone Service Issue,High,Resolved,30,Anjali Jain,2.0
TKT000452,0257-ZESQC,2021-11-25,No Internet,Medium,Resolved,28,Simran Kaur,2.0
TKT000453,0257-ZESQC,2023-10-16,No Internet,Low,Resolved,73,Rohit Kumar,3.0
TKT000454,6825-UYPFK,2020-12-16,Technical Support,Medium,Resolved,35,Arjun Patel,4.0
TKT000455,6825-UYPFK,2024-08-09,Account Login,High,Closed,38,Aman Singh,4.0
TKT000456,6825-UYPFK,2020-02-18,Technical Support,Medium,Open,54,Rohit Kumar,
TKT000457,8397-MVTAZ,2021-06-23,Phone Service Issue,High,Resolved,20,Simran Kaur,2.0
TKT000458,8397-MVTAZ,2021-06-12,Movie Streaming Issue,Medium,Open,24,Neha Gupta,
TKT000459,8397-MVTAZ,2020-11-11,Movie Streaming Issue,Medium,Closed,38,Neha Gupta,1.0
TKT000460,9282-IZGQK,2021-09-05,No Internet,High,Resolved,16,Rahul Sharma,4.0
TKT000461,9282-IZGQK,2025-12-22,Payment Issue,High,Closed,21,Karan Mehta,4.0
TKT000462,9282-IZGQK,2025-08-26,Billing Issue,Medium,In Progress,47,Neha Gupta,
TKT000463,9282-IZGQK,2020-04-18,Phone Service Issue,High,Closed,39,Vikas Yadav,4.0
TKT000464,1342-JPNKI,2025-10-13,Billing Issue,High,Open,26,Priya Verma,
TKT000465,1342-JPNKI,2025-11-05,Technical Support,Low,Open,77,Neha Gupta,
TKT000466,1342-JPNKI,2022-05-13,Payment Issue,High,In Progress,39,Aman Singh,
TKT000467,2817-NTQDO,2022-10-26,No Internet,Medium,Resolved,59,Anjali Jain,3.0
TKT000468,2817-NTQDO,2024-11-09,Router Problem,High,Closed,15,Rahul Sharma,2.0
TKT000469,2817-NTQDO,2020-03-07,TV Streaming Issue,Low,Closed,61,Karan Mehta,3.0
TKT000470,6986-IJDHX,2020-03-01,Movie Streaming Issue,High,Open,22,Neha Gupta,
TKT000471,6986-IJDHX,2021-08-24,Account Login,High,Resolved,13,Karan Mehta,2.0
TKT000472,6986-IJDHX,2020-02-14,Router Problem,High,Open,33,Arjun Patel,
TKT000473,6986-IJDHX,2022-12-26,Movie Streaming Issue,Low,Resolved,84,Vikas Yadav,1.0
TKT000474,6986-IJDHX,2023-06-27,Movie Streaming Issue,High,Resolved,40,Aman Singh,4.0
TKT000475,5301-GAUUY,2020-08-11,Billing Issue,High,Closed,13,Rahul Sharma,2.0
TKT000476,5301-GAUUY,2023-03-21,Account Login,High,Open,12,Vikas Yadav,
TKT000477,0939-YAPAF,2024-03-03,Movie Streaming Issue,High,Resolved,27,Rahul Sharma,1.0
TKT000478,0939-YAPAF,2022-11-14,Technical Support,High,Resolved,28,Aman Singh,2.0
TKT000479,0939-YAPAF,2023-12-12,TV Streaming Issue,Medium,Resolved,39,Neha Gupta,1.0
TKT000480,0939-YAPAF,2024-08-23,Billing Issue,Medium,Closed,27,Neha Gupta,1.0
TKT000481,4710-FDUIZ,2021-03-03,Billing Issue,High,Resolved,35,Neha Gupta,4.0
TKT000482,4710-FDUIZ,2023-07-22,Router Problem,High,Resolved,34,Rahul Sharma,1.0
TKT000483,4710-FDUIZ,2020-07-08,No Internet,High,Resolved,19,Vikas Yadav,3.0
TKT000484,4710-FDUIZ,2024-07-08,Account Login,High,Resolved,42,Rahul Sharma,1.0
TKT000485,4710-FDUIZ,2025-07-16,No Internet,High,In Progress,12,Priya Verma,
TKT000486,1218-VKFPE,2021-06-11,Account Login,High,Resolved,14,Karan Mehta,1.0
TKT000487,1218-VKFPE,2025-09-12,Account Login,High,Resolved,33,Neha Gupta,4.0
TKT000488,3627-FHKBK,2025-10-15,Phone Service Issue,Low,Resolved,54,Karan Mehta,4.0
TKT000489,3627-FHKBK,2021-07-15,Router Problem,High,Open,34,Priya Verma,
TKT000490,3627-FHKBK,2024-07-13,No Internet,High,Resolved,23,Rohit Kumar,4.0
TKT000491,3627-FHKBK,2023-08-24,WiFi Connectivity,Low,Resolved,85,Aman Singh,3.0
TKT000492,2865-TCHJW,2024-03-27,Phone Service Issue,High,Resolved,40,Rohit Kumar,3.0
TKT000493,2865-TCHJW,2023-12-23,Phone Service Issue,Medium,Resolved,29,Anjali Jain,2.0
TKT000494,2865-TCHJW,2023-12-18,No Internet,High,Resolved,40,Rahul Sharma,4.0
TKT000495,2865-TCHJW,2022-02-20,Technical Support,Medium,Open,28,Anjali Jain,
TKT000496,5192-EBGOV,2023-07-28,Technical Support,High,Resolved,21,Simran Kaur,3.0
TKT000497,5192-EBGOV,2025-01-10,Technical Support,High,Closed,20,Simran Kaur,1.0
TKT000498,0719-SYFRB,2021-09-04,TV Streaming Issue,Medium,Closed,54,Vikas Yadav,2.0
TKT000499,0719-SYFRB,2024-08-27,Movie Streaming Issue,Medium,Closed,35,Neha Gupta,2.0
TKT000500,3419-SNJJD,2024-02-22,Account Login,Low,Resolved,62,Rahul Sharma,3.0
TKT000501,3419-SNJJD,2024-10-07,WiFi Connectivity,Medium,Resolved,39,Priya Verma,3.0
TKT000502,3419-SNJJD,2025-03-28,Phone Service Issue,Medium,Resolved,61,Anjali Jain,3.0
TKT000503,3419-SNJJD,2022-09-05,No Internet,Medium,Resolved,53,Vikas Yadav,4.0
TKT000504,3419-SNJJD,2022-01-17,TV Streaming Issue,Low,Resolved,97,Aman Singh,2.0
TKT000505,6543-CPZMK,2022-07-15,Billing Issue,Low,Resolved,89,Rahul Sharma,4.0
TKT000506,6543-CPZMK,2020-07-11,No Internet,High,Resolved,26,Rahul Sharma,1.0
TKT000507,4765-OXPPD,2024-09-05,Phone Service Issue,High,Closed,20,Anjali Jain,4.0
TKT000508,4765-OXPPD,2021-09-21,No Internet,High,Closed,33,Vikas Yadav,2.0
TKT000509,4765-OXPPD,2025-07-15,TV Streaming Issue,High,In Progress,40,Rohit Kumar,
TKT000510,1009-IRMNA,2024-03-17,Account Login,Medium,Resolved,42,Arjun Patel,3.0
TKT000511,1009-IRMNA,2023-04-25,Phone Service Issue,High,Resolved,45,Vikas Yadav,3.0
TKT000512,1009-IRMNA,2025-05-18,Billing Issue,High,Closed,18,Rahul Sharma,2.0
TKT000513,1009-IRMNA,2021-11-27,Payment Issue,High,Resolved,42,Karan Mehta,2.0
TKT000514,4554-YGZIH,2025-06-26,TV Streaming Issue,High,Closed,32,Anjali Jain,2.0
TKT000515,4554-YGZIH,2020-07-27,TV Streaming Issue,Medium,Closed,57,Simran Kaur,2.0
TKT000516,4554-YGZIH,2024-05-13,Slow Internet,Medium,Resolved,38,Aman Singh,4.0
TKT000517,4554-YGZIH,2021-01-28,Payment Issue,High,Resolved,21,Vikas Yadav,1.0
TKT000518,5099-BAILX,2021-10-13,TV Streaming Issue,High,In Progress,19,Priya Verma,
TKT000519,5099-BAILX,2022-02-28,No Internet,Low,Closed,88,Vikas Yadav,4.0
TKT000520,5099-BAILX,2021-04-25,TV Streaming Issue,Medium,Resolved,60,Karan Mehta,1.0
TKT000521,5099-BAILX,2021-12-11,Technical Support,Low,Resolved,115,Arjun Patel,2.0
TKT000522,7207-RMRDB,2025-06-17,Account Login,High,Resolved,34,Neha Gupta,2.0
TKT000523,7207-RMRDB,2022-02-07,Movie Streaming Issue,Medium,Resolved,29,Anjali Jain,1.0
TKT000524,4913-EHYUI,2022-05-09,Movie Streaming Issue,High,Resolved,29,Aman Singh,3.0
TKT000525,4913-EHYUI,2021-01-25,Payment Issue,Medium,Open,43,Anjali Jain,
TKT000526,4913-EHYUI,2021-08-22,Router Problem,High,Closed,35,Vikas Yadav,4.0
TKT000527,4913-EHYUI,2022-06-26,WiFi Connectivity,High,Open,32,Rohit Kumar,
TKT000528,4913-EHYUI,2024-07-08,No Internet,Low,Resolved,71,Priya Verma,3.0
TKT000529,0195-IESCP,2025-02-14,WiFi Connectivity,High,Resolved,44,Rahul Sharma,3.0
TKT000530,0195-IESCP,2024-07-07,TV Streaming Issue,High,Resolved,45,Priya Verma,1.0
TKT000531,0195-IESCP,2022-12-23,No Internet,Low,Resolved,81,Vikas Yadav,2.0
TKT000532,4580-TMHJU,2025-06-19,Billing Issue,Medium,Open,35,Rahul Sharma,
TKT000533,4580-TMHJU,2022-03-19,Router Problem,High,Resolved,18,Arjun Patel,3.0
TKT000534,4580-TMHJU,2025-10-12,Slow Internet,High,Resolved,23,Rohit Kumar,4.0
TKT000535,0970-ETWGE,2021-05-17,Movie Streaming Issue,High,Resolved,37,Anjali Jain,2.0
TKT000536,0970-ETWGE,2022-05-20,Technical Support,Medium,Resolved,33,Anjali Jain,2.0
TKT000537,0970-ETWGE,2022-07-13,Payment Issue,Medium,Closed,29,Aman Singh,2.0
TKT000538,0970-ETWGE,2025-03-21,TV Streaming Issue,High,In Progress,40,Karan Mehta,
TKT000539,1626-ERCMM,2023-06-17,Technical Support,Medium,In Progress,67,Aman Singh,
TKT000540,1626-ERCMM,2023-12-18,Payment Issue,Low,Closed,117,Aman Singh,2.0
TKT000541,1626-ERCMM,2020-03-25,Payment Issue,High,Closed,46,Rahul Sharma,4.0
TKT000542,1626-ERCMM,2024-04-18,TV Streaming Issue,Medium,Closed,54,Rahul Sharma,3.0
TKT000543,1626-ERCMM,2024-06-03,TV Streaming Issue,Medium,Resolved,54,Anjali Jain,3.0
TKT000544,0887-HJGAR,2023-06-20,Billing Issue,High,Resolved,37,Anjali Jain,3.0
TKT000545,0887-HJGAR,2024-12-23,Account Login,High,Resolved,35,Rohit Kumar,4.0
TKT000546,5644-PDMZC,2023-03-05,Router Problem,Medium,Closed,29,Anjali Jain,2.0
TKT000547,5644-PDMZC,2023-07-23,WiFi Connectivity,Medium,Resolved,46,Aman Singh,3.0
TKT000548,9576-ANLXO,2020-06-24,Router Problem,Medium,Resolved,25,Anjali Jain,3.0
TKT000549,9576-ANLXO,2023-04-28,Phone Service Issue,High,Resolved,21,Neha Gupta,3.0
TKT000550,9576-ANLXO,2021-09-26,Payment Issue,Medium,Resolved,70,Vikas Yadav,4.0
TKT000551,2024-BASKD,2024-06-25,Router Problem,High,Closed,48,Priya Verma,2.0
