complaint_id,customer_id,complaint_date,complaint_type,severity,department,status,resolution_days,customer_satisfaction
CMP000298,0719-SYFRB,2021-07-13,Installation Delay,Medium,Billing,Closed,5.0,2.0
CMP000299,0719-SYFRB,2025-01-02,Call Drop,High,Customer Care,Open,,
CMP000300,3419-SNJJD,2024-10-10,Poor Customer Support,Medium,Network,Resolved,8.0,3.0
CMP000301,6543-CPZMK,2025-05-15,Call Drop,High,Network,In Progress,,
CMP000302,4765-OXPPD,2023-07-11,Low Download Speed,High,Technical,Resolved,8.0,3.0
CMP000303,4765-OXPPD,2021-02-18,Low Download Speed,Medium,Technical,Closed,3.0,2.0
CMP000304,1009-IRMNA,2024-04-09,Billing Complaint,Medium,Technical,Closed,1.0,3.0
CMP000305,1009-IRMNA,2022-06-12,Payment Issue,Medium,Network,Resolved,14.0,3.0
CMP000306,4554-YGZIH,2024-05-06,Frequent Disconnections,Medium,Network,Closed,9.0,1.0
CMP000307,4554-YGZIH,2023-09-12,Frequent Disconnections,Low,Sales,Resolved,6.0,3.0
CMP000308,4554-YGZIH,2021-09-06,Frequent Disconnections,High,Network,Resolved,13.0,1.0
CMP000309,5099-BAILX,2025-09-22,Service Outage,High,Network,Open,,
CMP000310,5099-BAILX,2022-05-12,Poor Network,Medium,Billing,Closed,1.0,3.0
CMP000311,5099-BAILX,2024-10-11,Wrong Charges,Medium,Customer Care,In Progress,,
CMP000312,7207-RMRDB,2025-10-11,Low Download Speed,High,Billing,Open,,
CMP000313,4913-EHYUI,2022-12-08,Low Download Speed,High,Sales,Closed,3.0,2.0
CMP000314,4913-EHYUI,2020-01-10,Frequent Disconnections,Medium,Customer Care,Closed,12.0,3.0
CMP000315,4913-EHYUI,2022-06-19,Service Outage,Medium,Technical,Closed,8.0,1.0
CMP000316,0195-IESCP,2021-09-06,Call Drop,Medium,Network,Resolved,10.0,2.0
CMP000317,4580-TMHJU,2020-09-02,Call Drop,Medium,Billing,Closed,2.0,2.0
CMP000318,4580-TMHJU,2024-12-11,Frequent Disconnections,Medium,Billing,In Progress,,
CMP000319,0970-ETWGE,2020-05-07,Low Download Speed,High,Network,Resolved,1.0,2.0
CMP000320,0970-ETWGE,2020-04-04,Wrong Charges,Low,Technical,Resolved,14.0,3.0
CMP000321,0970-ETWGE,2020-02-11,Call Drop,Medium,Billing,Closed,14.0,3.0
CMP000322,1626-ERCMM,2025-01-14,Service Outage,High,Billing,Open,,
CMP000323,0887-HJGAR,2021-06-18,Service Outage,High,Technical,In Progress,,
CMP000324,0887-HJGAR,2024-06-15,Frequent Disconnections,High,Network,In Progress,,
CMP000325,5644-PDMZC,2022-01-09,Poor Network,Medium,Sales,Resolved,14.0,2.0
CMP000326,9576-ANLXO,2020-03-16,Poor Customer Support,Medium,Network,Closed,11.0,3.0
CMP000327,9576-ANLXO,2020-02-12,Wrong Charges,Medium,Technical,Resolved,10.0,2.0
CMP000328,9576-ANLXO,2022-11-11,Streaming Issue,High,Technical,Closed,12.0,1.0
CMP000329,2024-BASKD,2023-09-15,Service Outage,Low,Network,Open,,
CMP000330,4160-AMJTL,2025-09-17,Customer Support,High,Network,Closed,13.0,1.0
CMP000331,4160-AMJTL,2023-02-13,Payment Issue,High,Customer Care,Open,,
CMP000332,4160-AMJTL,2023-06-17,Billing Complaint,High,Billing,Closed,13.0,3.0
CMP000333,4464-JCOLN,2023-02-12,Payment Issue,Medium,Sales,Resolved,7.0,3.0
CMP000334,5650-VDUDS,2025-10-13,Wrong Charges,Medium,Technical,Resolved,11.0,2.0
CMP000335,7538-GWHML,2024-01-03,Low Download Speed,Medium,Billing,In Progress,,
CMP000336,7538-GWHML,2023-08-26,Payment Issue,High,Sales,Resolved,8.0,1.0
CMP000337,7538-GWHML,2021-09-24,Billing Complaint,High,Customer Care,In Progress,,
CMP000338,3859-CVCET,2022-06-05,Payment Issue,Medium,Customer Care,Closed,2.0,3.0
CMP000339,3859-CVCET,2023-01-21,Slow Internet,Low,Sales,Closed,11.0,1.0
CMP000340,3859-CVCET,2022-09-03,Call Drop,Low,Technical,Closed,4.0,2.0
CMP000341,3276-HDUEG,2022-11-17,Frequent Disconnections,Low,Billing,In Progress,,
CMP000342,0823-HSCDJ,2020-12-08,Wrong Charges,High,Network,Resolved,12.0,2.0
CMP000343,0823-HSCDJ,2020-07-14,Low Download Speed,Medium,Network,Closed,15.0,1.0
CMP000344,0823-HSCDJ,2024-05-14,Slow Internet,Medium,Customer Care,Resolved,9.0,1.0
CMP000345,0822-GAVAP,2023-10-07,Wrong Charges,High,Technical,Open,,
CMP000346,1448-PWKYE,2025-09-18,Streaming Issue,High,Sales,Closed,9.0,1.0
CMP000347,0067-DKWBL,2023-07-23,Installation Delay,High,Billing,Open,,
CMP000348,0067-DKWBL,2024-11-21,Slow Internet,High,Sales,Resolved,2.0,2.0
CMP000349,2276-YDAVZ,2024-10-02,Low Download Speed,Medium,Network,Resolved,4.0,3.0
CMP000350,2276-YDAVZ,2024-04-22,Frequent Disconnections,Medium,Technical,Resolved,7.0,3.0
CMP000351,5896-NPFWW,2024-06-28,Frequent Disconnections,High,Billing,Closed,12.0,3.0
CMP000352,5896-NPFWW,2023-03-17,Payment Issue,High,Technical,Resolved,3.0,1.0
CMP000353,5896-NPFWW,2021-10-12,Installation Delay,High,Network,Resolved,15.0,2.0
CMP000354,7133-VBDCG,2021-02-03,Slow Internet,High,Sales,Open,,
CMP000355,1029-QFBEN,2024-05-14,Payment Issue,Medium,Customer Care,Resolved,3.0,1.0
CMP000356,1029-QFBEN,2021-06-14,Customer Support,High,Customer Care,Resolved,13.0,3.0
CMP000357,4952-YSOGZ,2022-07-05,Billing Complaint,Medium,Sales,Open,,
CMP000358,4952-YSOGZ,2025-11-06,Call Drop,High,Sales,In Progress,,
CMP000359,1589-AGTLK,2022-05-13,Streaming Issue,High,Network,Closed,3.0,2.0
CMP000360,1589-AGTLK,2021-10-26,Payment Issue,Medium,Customer Care,In Progress,,
CMP000361,1589-AGTLK,2020-01-14,Payment Issue,High,Sales,Resolved,3.0,3.0
CMP000362,5244-IRFIH,2021-10-22,Billing Complaint,High,Billing,Resolved,10.0,1.0
CMP000363,5244-IRFIH,2023-06-18,Service Outage,High,Sales,Resolved,7.0,2.0
CMP000364,2684-EIWEO,2022-09-04,Slow Internet,Medium,Customer Care,Resolved,3.0,3.0
CMP000365,6439-GTPCA,2024-01-12,Streaming Issue,Medium,Customer Care,Closed,14.0,2.0
CMP000366,5138-WVKYJ,2025-05-10,Wrong Charges,Low,Customer Care,Resolved,9.0,2.0
CMP000367,5138-WVKYJ,2023-02-01,Low Download Speed,Medium,Network,In Progress,,
CMP000368,6683-VLCTZ,2025-02-09,Low Download Speed,Low,Network,Closed,12.0,3.0
CMP000369,6683-VLCTZ,2021-01-12,Low Download Speed,Low,Customer Care,Resolved,1.0,2.0
CMP000370,6683-VLCTZ,2021-04-15,Payment Issue,High,Sales,Resolved,12.0,2.0
CMP000371,2189-WWOEW,2022-10-01,Installation Delay,High,Network,Closed,15.0,2.0
CMP000372,1894-IGFSG,2021-05-09,Streaming Issue,Medium,Network,In Progress,,
CMP000373,1894-IGFSG,2025-12-15,Service Outage,High,Network,Open,,
CMP000374,1894-IGFSG,2023-04-28,Frequent Disconnections,High,Technical,Resolved,12.0,1.0
CMP000375,7379-POKDZ,2023-08-26,Payment Issue,Medium,Billing,Open,,
CMP000376,7379-POKDZ,2023-05-09,Streaming Issue,Medium,Network,Open,,
CMP000377,7379-POKDZ,2023-02-27,Service Outage,Medium,Technical,Closed,2.0,1.0
CMP000378,0236-HFWSV,2024-12-14,Installation Delay,Medium,Billing,Closed,10.0,3.0
CMP000379,0236-HFWSV,2021-09-27,Low Download Speed,Medium,Billing,Resolved,8.0,1.0
CMP000380,0236-HFWSV,2024-01-24,Slow Internet,High,Network,Closed,7.0,1.0
CMP000381,3900-AQPHZ,2021-08-18,Billing Complaint,Medium,Billing,Open,,
CMP000382,3900-AQPHZ,2022-11-19,Customer Support,High,Customer Care,In Progress,,
CMP000383,3900-AQPHZ,2020-10-27,Customer Support,Low,Network,Resolved,3.0,3.0
CMP000384,5842-POCOP,2020-04-01,Wrong Charges,High,Network,Closed,9.0,1.0
CMP000385,2037-XJFUP,2023-01-16,Call Drop,Medium,Technical,Open,,
CMP000386,2037-XJFUP,2022-07-27,Installation Delay,High,Sales,In Progress,,
CMP000387,2037-XJFUP,2025-07-25,Frequent Disconnections,Medium,Customer Care,Resolved,1.0,1.0
CMP000388,7314-OXENN,2023-08-24,Installation Delay,High,Sales,Resolved,8.0,2.0
CMP000389,0322-CHQRU,2021-01-18,Slow Internet,Medium,Customer Care,Resolved,14.0,1.0
CMP000390,0322-CHQRU,2023-07-23,Installation Delay,High,Sales,Resolved,1.0,3.0
CMP000391,0322-CHQRU,2025-10-24,Service Outage,Low,Network,Resolved,4.0,2.0
CMP000392,4678-DVQEO,2025-09-24,Poor Network,Medium,Technical,Resolved,15.0,1.0
CMP000393,0691-IFBQW,2020-09-17,Service Outage,High,Technical,Resolved,14.0,1.0
CMP000394,0691-IFBQW,2020-05-26,Billing Complaint,Medium,Billing,Open,,
CMP000395,0691-IFBQW,2024-05-11,Poor Customer Support,Medium,Network,Closed,1.0,2.0
CMP000396,3009-JWMPU,2025-12-04,Low Download Speed,High,Network,In Progress,,
CMP000397,3009-JWMPU,2020-04-13,Installation Delay,High,Billing,Closed,12.0,2.0
CMP000398,1450-GALXR,2020-09-20,Poor Customer Support,Medium,Network,Closed,8.0,2.0
CMP000399,1450-GALXR,2023-10-15,Wrong Charges,Medium,Billing,Resolved,15.0,2.0
CMP000400,1450-GALXR,2024-05-10,Wrong Charges,High,Technical,Open,,
CMP000401,3138-BKYAV,2025-09-01,Installation Delay,Medium,Technical,Resolved,8.0,2.0
CMP000402,3138-BKYAV,2022-05-06,Low Download Speed,Medium,Sales,Resolved,12.0,1.0
CMP000403,4289-DTDKW,2024-05-08,Frequent Disconnections,Low,Sales,Resolved,8.0,1.0
CMP000404,4289-DTDKW,2024-06-13,Service Outage,Medium,Customer Care,Closed,2.0,2.0
CMP000405,1820-TQVEV,2023-06-03,Installation Delay,High,Sales,Resolved,4.0,2.0
CMP000406,1820-TQVEV,2023-09-10,Billing Complaint,Low,Technical,Open,,
CMP000407,1820-TQVEV,2022-07-03,Slow Internet,High,Billing,Resolved,8.0,3.0
CMP000408,2239-JALAW,2021-01-06,Frequent Disconnections,Medium,Sales,Resolved,5.0,2.0
CMP000409,2239-JALAW,2020-07-05,Call Drop,Low,Billing,Open,,
CMP000410,2239-JALAW,2024-07-11,Call Drop,High,Billing,Closed,5.0,2.0
CMP000411,4853-RULSV,2023-03-09,Service Outage,Medium,Billing,Closed,9.0,1.0
CMP000412,4853-RULSV,2023-07-17,Poor Customer Support,Medium,Technical,Resolved,9.0,3.0
CMP000413,6275-YDUVO,2022-11-07,Billing Complaint,Low,Technical,Resolved,4.0,3.0
CMP000414,6275-YDUVO,2024-08-02,Low Download Speed,Medium,Billing,Open,,
CMP000415,6275-YDUVO,2023-02-09,Low Download Speed,Medium,Billing,Resolved,8.0,2.0
CMP000416,0115-TFERT,2021-06-16,Slow Internet,Low,Billing,Resolved,5.0,3.0
CMP000417,0115-TFERT,2021-06-14,Low Download Speed,High,Customer Care,Open,,
CMP000418,2311-QYMUQ,2021-04-19,Payment Issue,Medium,Billing,Closed,7.0,2.0
CMP000419,2311-QYMUQ,2022-03-02,Streaming Issue,Low,Customer Care,Resolved,12.0,3.0
CMP000420,3643-AHCFP,2020-07-11,Wrong Charges,High,Technical,Resolved,11.0,1.0
CMP000421,3643-AHCFP,2025-08-23,Low Download Speed,Medium,Network,Closed,14.0,3.0
CMP000422,3104-OWCGK,2020-05-25,Poor Network,High,Billing,Resolved,15.0,3.0
CMP000423,3104-OWCGK,2020-08-14,Poor Network,High,Technical,In Progress,,
CMP000424,3104-OWCGK,2020-06-22,Installation Delay,High,Billing,In Progress,,
CMP000425,9101-BWFSS,2024-07-26,Slow Internet,Medium,Billing,In Progress,,
CMP000426,9101-BWFSS,2025-01-11,Frequent Disconnections,Medium,Technical,Open,,
CMP000427,9231-ZJYAM,2023-03-09,Service Outage,Medium,Sales,Resolved,12.0,1.0
CMP000428,9231-ZJYAM,2022-06-03,Slow Internet,High,Billing,Resolved,9.0,1.0
CMP000429,6982-SSHFK,2021-06-15,Slow Internet,Low,Network,In Progress,,
CMP000430,6982-SSHFK,2023-04-19,Call Drop,High,Network,Resolved,13.0,3.0
CMP000431,6982-SSHFK,2023-05-24,Installation Delay,High,Technical,Resolved,14.0,3.0
CMP000432,0727-BMPLR,2025-02-22,Slow Internet,Low,Customer Care,In Progress,,
CMP000433,1038-ZAGBI,2020-11-15,Customer Support,Medium,Sales,Open,,
CMP000434,1038-ZAGBI,2022-06-21,Payment Issue,Medium,Billing,Closed,1.0,2.0
CMP000435,3027-ZTDHO,2024-06-19,Slow Internet,High,Network,Resolved,13.0,3.0
CMP000436,3027-ZTDHO,2021-06-26,Payment Issue,Medium,Customer Care,Resolved,7.0,3.0
CMP000437,3027-ZTDHO,2023-04-25,Streaming Issue,Low,Technical,Closed,11.0,3.0
CMP000438,2382-BCKQJ,2022-11-06,Slow Internet,Medium,Customer Care,In Progress,,
CMP000439,2382-BCKQJ,2025-11-15,Low Download Speed,Medium,Billing,In Progress,,
CMP000440,2382-BCKQJ,2024-07-08,Low Download Speed,Low,Sales,Closed,6.0,2.0
CMP000441,2207-NHRJK,2021-09-28,Frequent Disconnections,Medium,Customer Care,Open,,
CMP000442,2207-NHRJK,2021-10-10,Call Drop,High,Technical,In Progress,,
CMP000443,0947-MUGVO,2023-06-09,Call Drop,High,Sales,In Progress,,
CMP000444,0947-MUGVO,2020-02-20,Installation Delay,High,Technical,Resolved,8.0,1.0
CMP000445,0947-MUGVO,2023-11-06,Wrong Charges,High,Technical,Resolved,7.0,3.0
CMP000446,9944-HKVVB,2025-07-03,Poor Customer Support,High,Technical,Resolved,10.0,1.0
CMP000447,9944-HKVVB,2023-05-27,Low Download Speed,Low,Billing,Resolved,13.0,1.0
CMP000448,4124-MMETB,2024-02-27,Streaming Issue,Medium,Network,In Progress,,
CMP000449,4124-MMETB,2023-04-06,Wrong Charges,Medium,Sales,Resolved,3.0,3.0
CMP000450,3671-SHRSP,2023-06-15,Payment Issue,Low,Billing,Closed,4.0,1.0
CMP000451,3313-QKNKB,2024-03-14,Slow Internet,Low,Sales,Closed,4.0,1.0
CMP000452,5073-WXOYN,2021-01-11,Poor Network,Low,Network,Resolved,12.0,1.0
CMP000453,0207-MDKNV,2025-03-07,Streaming Issue,High,Network,Resolved,6.0,2.0
CMP000454,0207-MDKNV,2021-08-10,Call Drop,High,Sales,In Progress,,
CMP000455,9851-KIELU,2021-06-16,Slow Internet,Medium,Network,Resolved,5.0,1.0
CMP000456,3908-BLSYF,2022-05-28,Streaming Issue,Medium,Technical,Closed,15.0,1.0
CMP000457,3908-BLSYF,2022-09-01,Streaming Issue,High,Customer Care,Resolved,14.0,2.0
CMP000458,7549-MYGPK,2021-01-16,Installation Delay,Medium,Customer Care,Resolved,1.0,1.0
CMP000459,7549-MYGPK,2024-09-08,Service Outage,Medium,Sales,Resolved,9.0,3.0
CMP000460,3804-RVTGV,2021-11-01,Installation Delay,High,Technical,Resolved,4.0,1.0
CMP000461,9227-LUNBG,2024-07-28,Installation Delay,High,Sales,Resolved,9.0,2.0
CMP000462,9227-LUNBG,2022-11-05,Low Download Speed,Medium,Sales,Resolved,5.0,1.0
CMP000463,9227-LUNBG,2020-07-01,Call Drop,High,Sales,Resolved,1.0,2.0
CMP000464,4315-MURBD,2020-01-14,Streaming Issue,Medium,Customer Care,In Progress,,
CMP000465,9734-YWGEX,2020-10-25,Payment Issue,High,Sales,Resolved,8.0,3.0
CMP000466,9734-YWGEX,2022-04-14,Frequent Disconnections,High,Billing,Closed,14.0,1.0
CMP000467,2719-BDAQO,2020-12-10,Streaming Issue,Medium,Technical,Resolved,13.0,2.0
CMP000468,2719-BDAQO,2021-09-09,Wrong Charges,Medium,Technical,Resolved,11.0,1.0
CMP000469,0781-LKXBR,2025-11-12,Wrong Charges,Medium,Sales,Resolved,13.0,3.0
CMP000470,1907-UBQFC,2024-09-18,Payment Issue,High,Technical,Resolved,10.0,2.0
CMP000471,1907-UBQFC,2020-02-27,Low Download Speed,Medium,Technical,Resolved,7.0,3.0
CMP000472,6513-EECDB,2021-07-14,Frequent Disconnections,Medium,Network,Resolved,10.0,3.0
CMP000473,6513-EECDB,2024-01-23,Service Outage,Medium,Billing,In Progress,,
CMP000474,6513-EECDB,2025-10-06,Low Download Speed,Medium,Billing,Resolved,4.0,2.0
CMP000475,7074-IEVOJ,2024-01-19,Streaming Issue,Medium,Sales,In Progress,,
CMP000476,7074-IEVOJ,2021-09-17,Slow Internet,High,Customer Care,In Progress,,
CMP000477,7074-IEVOJ,2024-05-09,Frequent Disconnections,High,Customer Care,In Progress,,
CMP000478,9625-QSTYE,2020-08-05,Poor Network,High,Customer Care,Resolved,9.0,3.0
CMP000479,9625-QSTYE,2020-02-25,Frequent Disconnections,High,Customer Care,Resolved,14.0,3.0
CMP000480,9625-QSTYE,2020-10-25,Streaming Issue,Medium,Billing,Resolved,15.0,2.0
CMP000481,4750-ZRXIU,2020-11-19,Billing Complaint,High,Customer Care,Closed,12.0,1.0
CMP000482,4750-ZRXIU,2025-04-15,Streaming Issue,Medium,Technical,Resolved,13.0,3.0
CMP000483,4750-ZRXIU,2020-10-13,Poor Customer Support,Low,Billing,In Progress,,
CMP000484,6400-BWQKW,2023-11-25,Payment Issue,Medium,Customer Care,Resolved,3.0,3.0
CMP000485,6400-BWQKW,2024-10-21,Low Download Speed,Medium,Billing,Resolved,13.0,2.0
CMP000486,6400-BWQKW,2023-04-15,Call Drop,Medium,Technical,In Progress,,
CMP000487,6680-WKXRZ,2025-02-25,Installation Delay,Medium,Network,Resolved,10.0,2.0
CMP000488,6680-WKXRZ,2025-03-28,Wrong Charges,Medium,Network,Resolved,10.0,1.0
CMP000489,7028-DVOIQ,2025-01-16,Poor Customer Support,High,Customer Care,Open,,
CMP000490,4208-UFFGW,2022-10-22,Call Drop,High,Network,In Progress,,
CMP000491,4208-UFFGW,2020-09-27,Frequent Disconnections,High,Billing,Resolved,14.0,3.0
CMP000492,9448-REEVD,2022-06-06,Billing Complaint,High,Sales,Resolved,1.0,2.0
CMP000493,9448-REEVD,2025-12-13,Payment Issue,Low,Network,Resolved,8.0,3.0
CMP000494,9448-REEVD,2023-11-06,Low Download Speed,High,Customer Care,Resolved,1.0,1.0
CMP000495,9117-SHLZX,2022-12-10,Call Drop,Low,Customer Care,Resolved,6.0,1.0
CMP000496,9117-SHLZX,2024-02-02,Billing Complaint,High,Billing,In Progress,,
CMP000497,9889-TMAHG,2023-12-17,Billing Complaint,Medium,Customer Care,In Progress,,
CMP000498,9889-TMAHG,2023-08-18,Installation Delay,Medium,Network,Closed,10.0,1.0
CMP000499,4541-RMRLG,2025-05-27,Customer Support,Medium,Customer Care,Closed,8.0,3.0
CMP000500,3158-MOERK,2021-12-15,Wrong Charges,Medium,Billing,Resolved,14.0,2.0
CMP000501,3158-MOERK,2024-01-24,Wrong Charges,Medium,Technical,Resolved,11.0,3.0
CMP000502,3158-MOERK,2023-02-21,Installation Delay,High,Sales,Closed,10.0,1.0
CMP000503,7294-TMAOP,2025-02-22,Poor Network,Low,Customer Care,Resolved,1.0,2.0
CMP000504,8919-FYFQZ,2025-08-16,Poor Network,High,Billing,Closed,1.0,3.0
CMP000505,2834-JRTUA,2024-12-17,Streaming Issue,High,Billing,In Progress,,
CMP000506,2834-JRTUA,2024-01-06,Poor Customer Support,High,Billing,In Progress,,
CMP000507,2834-JRTUA,2024-08-10,Payment Issue,Medium,Billing,Resolved,3.0,2.0
CMP000508,5875-YPQFJ,2020-09-11,Service Outage,High,Customer Care,In Progress,,
CMP000509,5875-YPQFJ,2022-12-26,Service Outage,High,Network,Resolved,2.0,3.0
CMP000510,6646-QVXLR,2020-01-21,Low Download Speed,Medium,Technical,Closed,4.0,2.0
CMP000511,8603-IJWDN,2023-11-09,Slow Internet,Medium,Billing,Closed,1.0,3.0
CMP000512,9369-XFEHK,2020-03-21,Streaming Issue,High,Billing,Resolved,7.0,3.0
CMP000513,9369-XFEHK,2020-12-21,Frequent Disconnections,Low,Billing,Resolved,15.0,1.0
CMP000514,3842-IYKUE,2020-05-23,Poor Network,Low,Sales,In Progress,,
CMP000515,3842-IYKUE,2020-04-14,Poor Network,High,Customer Care,Resolved,2.0,2.0
CMP000516,6641-XRPSU,2022-04-04,Poor Network,High,Network,Closed,10.0,1.0
CMP000517,6641-XRPSU,2023-11-07,Low Download Speed,Medium,Billing,Open,,
CMP000518,1374-DMZUI,2024-11-23,Low Download Speed,Medium,Customer Care,Resolved,5.0,2.0
CMP000519,1374-DMZUI,2021-11-14,Poor Customer Support,High,Billing,In Progress,,
CMP000520,8357-EQXFO,2020-10-17,Poor Network,Medium,Sales,In Progress,,
CMP000521,1989-PRJHP,2021-09-24,Frequent Disconnections,Low,Billing,Open,,
CMP000522,9524-EGPJC,2025-03-13,Poor Network,Medium,Technical,In Progress,,
CMP000523,6993-OHLXR,2020-05-16,Poor Network,High,Billing,In Progress,,
CMP000524,6993-OHLXR,2024-12-01,Wrong Charges,High,Customer Care,Closed,7.0,3.0
CMP000525,8818-XYFCQ,2022-11-14,Call Drop,High,Network,Resolved,13.0,3.0
CMP000526,8818-XYFCQ,2020-05-03,Call Drop,Medium,Technical,Open,,
CMP000527,4695-VADHF,2024-04-11,Call Drop,High,Technical,Resolved,15.0,3.0
CMP000528,3863-IUBJR,2024-05-04,Slow Internet,Medium,Network,Resolved,7.0,2.0
CMP000529,4822-RVYBB,2024-02-15,Installation Delay,Medium,Sales,Open,,
CMP000530,8436-BJUMM,2024-10-04,Poor Network,Low,Customer Care,Resolved,11.0,3.0
CMP000531,8436-BJUMM,2025-12-10,Payment Issue,High,Sales,Closed,15.0,3.0
CMP000532,4184-TJFAN,2020-02-15,Wrong Charges,High,Sales,Closed,12.0,3.0
CMP000533,4184-TJFAN,2024-02-21,Payment Issue,High,Sales,Resolved,1.0,1.0
CMP000534,4145-UQXUQ,2021-08-07,Poor Customer Support,Medium,Customer Care,Closed,2.0,3.0
CMP000535,4145-UQXUQ,2023-04-18,Slow Internet,High,Billing,Closed,15.0,2.0
CMP000536,4145-UQXUQ,2023-02-23,Payment Issue,High,Billing,Closed,8.0,3.0
CMP000537,9948-YPTDG,2022-09-23,Frequent Disconnections,High,Billing,Resolved,1.0,3.0
CMP000538,9948-YPTDG,2025-07-14,Slow Internet,High,Network,Open,,
CMP000539,9948-YPTDG,2022-11-17,Billing Complaint,High,Sales,Open,,
CMP000540,1236-WFCDV,2022-11-05,Slow Internet,Low,Network,Open,,
CMP000541,1236-WFCDV,2021-06-01,Billing Complaint,High,Sales,Open,,
CMP000542,4883-QICIH,2022-08-26,Frequent Disconnections,High,Billing,Resolved,2.0,1.0
CMP000543,8329-IBCTI,2025-12-23,Customer Support,High,Customer Care,Open,,
CMP000544,8329-IBCTI,2021-11-12,Customer Support,Medium,Network,Resolved,5.0,3.0
CMP000545,8329-IBCTI,2023-12-16,Customer Support,Medium,Billing,Resolved,2.0,3.0
CMP000546,1271-SJBGZ,2022-06-19,Billing Complaint,High,Billing,Closed,13.0,2.0
CMP000547,1271-SJBGZ,2023-05-15,Poor Network,Medium,Network,Closed,3.0,3.0
CMP000548,5669-SRAIP,2024-02-16,Frequent Disconnections,High,Customer Care,Resolved,2.0,1.0
CMP000549,5669-SRAIP,2024-01-09,Service Outage,High,Sales,In Progress,,
CMP000550,5981-ITEMU,2021-02-26,Call Drop,High,Billing,In Progress,,
CMP000551,5981-ITEMU,2024-06-22,Billing Complaint,Low,Customer Care,Open,,
CMP000552,5981-ITEMU,2022-04-11,Slow Internet,Medium,Billing,Resolved,8.0,2.0
CMP000553,6941-PMGEP,2025-01-17,Poor Customer Support,Medium,Sales,Resolved,8.0,2.0
CMP000554,6941-PMGEP,2024-06-05,Payment Issue,Low,Customer Care,Resolved,15.0,1.0
CMP000555,6941-PMGEP,2023-04-16,Frequent Disconnections,Medium,Network,Closed,10.0,3.0
CMP000556,1624-WOIWJ,2023-01-21,Wrong Charges,Medium,Billing,Resolved,3.0,1.0
CMP000557,1624-WOIWJ,2023-04-12,Low Download Speed,Medium,Sales,Closed,14.0,1.0
CMP000558,2074-GKOWZ,2022-06-13,Payment Issue,Medium,Network,Resolved,9.0,3.0
CMP000559,2074-GKOWZ,2021-01-16,Service Outage,High,Technical,In Progress,,
CMP000560,0376-YMCJC,2021-06-22,Service Outage,High,Billing,Resolved,9.0,2.0
CMP000561,0376-YMCJC,2024-06-05,Wrong Charges,High,Technical,Closed,1.0,1.0
CMP000562,0376-YMCJC,2023-10-09,Slow Internet,Medium,Sales,In Progress,,
CMP000563,0634-SZPQA,2022-04-18,Wrong Charges,High,Technical,In Progress,,
CMP000564,0634-SZPQA,2020-08-12,Streaming Issue,High,Billing,Resolved,10.0,3.0
CMP000565,0634-SZPQA,2023-04-07,Billing Complaint,Low,Network,Open,,
CMP000566,5536-RTPWK,2021-12-24,Streaming Issue,High,Customer Care,In Progress,,
CMP000567,5536-RTPWK,2022-12-07,Poor Network,Low,Customer Care,Resolved,4.0,3.0
CMP000568,6166-ILMNY,2024-02-02,Poor Customer Support,High,Technical,Resolved,13.0,2.0
CMP000569,6166-ILMNY,2025-10-23,Low Download Speed,Medium,Network,Resolved,10.0,3.0
CMP000570,6166-ILMNY,2023-09-20,Streaming Issue,High,Billing,Resolved,9.0,3.0
CMP000571,3097-NNSPB,2023-12-15,Frequent Disconnections,Medium,Technical,Open,,
CMP000572,0655-RBDUG,2023-03-17,Installation Delay,Low,Billing,In Progress,,
CMP000573,0655-RBDUG,2023-06-11,Billing Complaint,Low,Network,Closed,2.0,3.0
CMP000574,4361-BKAXE,2021-05-03,Slow Internet,High,Technical,Resolved,10.0,3.0
CMP000575,4361-BKAXE,2020-05-10,Service Outage,Medium,Network,Resolved,11.0,2.0
CMP000576,4361-BKAXE,2022-04-01,Service Outage,High,Customer Care,Open,,
