Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,total_logins,avg_session_minutes,successful_logins,total_transactions,total_amount,avg_transaction,total_internet_usage,avg_download_speed,avg_upload_speed,total_call_minutes,total_sms,total_streaming_hours,support_ticket_count,avg_resolution_time,avg_customer_rating,complaint_count,avg_resolution_days,total_campaigns,emails_opened,emails_clicked,conversions,total_offers,offers_accepted,total_offer_value
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1,73,3878,22,8.772727272727273,20,2,180.73,90.365,1441.96,355.46,236.565,1841,709,265.92,5.0,43.6,1.75,2.0,2.0,4,1,0,0,1.0,0.0,17.13
0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,1,66,3642,38,11.81578947368421,31,25,2865.16,114.6064,13052.81,360.2928,149.5404,36626,9911,3551.56,2.0,32.5,2.5,3.0,5.0,5,3,2,0,1.0,0.0,100.0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,1,76,2431,25,11.68,21,1,52.17,52.17,87.85,31.71,23.14,793,360,0.0,2.0,46.5,1.5,1.0,0.0,3,1,1,1,3.0,1.0,200.0
1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85,1,81,3424,19,9.736842105263158,15,1,107.2,107.2,573.8,160.71,107.38,941,267,247.37,2.0,79.0,3.0,1.0,7.0,2,2,0,0,3.0,0.0,45.42
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,1,80,5888,5,7.2,3,11,244.96,22.269090909090902,0.0,0.0,0.0,15246,3547,0.0,2.0,51.0,1.5,2.0,12.5,3,1,1,0,2.0,2.0,7.98
0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1,100,5502,56,11.714285714285714,49,55,5152.64,93.68436363636364,29606.99,356.4276363636364,160.6090909090909,71077,22593,0.0,5.0,36.4,2.4,2.0,2.0,5,2,0,0,3.0,1.0,51.27
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2524.45,1,94,5795,26,12.423076923076923,22,34,2782.01,81.82382352941177,16383.48,320.61911764705883,144.50735294117646,44087,13017,0.0,2.0,31.5,2.5,3.0,3.0,4,0,0,0,2.0,0.0,500.0
1,0,1,0,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1,80,4020,59,11.28813559322034,51,69,7589.89,109.99840579710146,35071.81,371.5439130434783,155.64376811594204,90436,27459,9322.57,4.0,64.5,2.6666666666666665,1.0,13.0,2,1,1,0,1.0,0.0,0.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,1,92,3351,7,11.857142857142858,7,1,22.49,22.49,0.0,0.0,0.0,194,40,0.0,5.0,49.8,2.5,2.0,13.0,5,3,0,0,3.0,1.0,505.97
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,95,3448,15,10.866666666666667,13,1,21.17,21.17,0.0,0.0,0.0,2305,65,0.0,3.0,26.0,2.0,1.0,0.0,3,2,0,0,3.0,1.0,0.0
1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1,73,2818,6,12.5,4,3,263.57,87.85666666666667,1670.62,358.66,161.65333333333334,4823,860,0.0,4.0,31.75,3.0,1.0,12.0,3,2,0,0,2.0,0.0,16.27
0,0,1,0,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1,88,3804,31,11.67741935483871,23,22,2008.28,91.28545454545454,11785.91,342.85136363636366,150.37318181818182,30158,10114,3315.04,3.0,34.0,3.0,2.0,4.0,2,0,0,0,1.0,0.0,16.66
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1,67,4902,20,10.45,19,1,77.56,77.56,741.33,186.8,167.64,2119,751,0.0,2.0,22.0,3.0,3.0,13.0,3,0,0,0,2.0,1.0,0.0
0,0,1,0,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1,82,4221,55,10.272727272727272,51,61,1316.75,21.58606557377049,0.0,0.0,0.0,78000,21309,0.0,4.0,45.25,1.5,3.0,3.5,3,2,2,0,2.0,0.0,1.94
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9,1,68,2887,10,9.3,10,12,599.71,49.97583333333333,2689.59,44.785,24.746666666666663,13063,5066,0.0,4.0,46.5,2.5,2.0,11.0,4,2,2,0,2.0,1.0,9.08
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1,84,4105,64,10.34375,49,60,7058.27,117.63783333333332,30647.89,370.5976666666666,151.73,75061,26616,6808.25,3.0,38.0,2.333333333333333,3.0,4.333333333333333,4,2,0,0,3.0,1.0,131.77
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55,1,73,2792,25,11.36,23,1,78.59,78.59,558.25,289.02,204.18,562,442,0.0,2.0,46.5,2.0,1.0,5.0,2,1,0,0,1.0,1.0,13.91
0,0,1,0,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1,98,5201,29,11.517241379310343,24,28,2511.73,89.70464285714286,13940.65,335.5053571428571,153.52964285714285,33726,12584,3644.29,3.0,75.0,3.6666666666666665,3.0,13.0,4,2,1,0,3.0,0.0,508.11
1,0,1,0,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,385.9,1,84,4417,23,10.304347826086955,19,4,431.93,107.9825,2297.4700000000003,369.9825,135.77249999999998,5019,1292,562.05,2.0,44.0,2.0,3.0,13.0,2,1,1,1,2.0,1.0,0.0
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,673.25,1,98,2031,14,11.5,11,7,784.4,112.05714285714284,3678.92,382.0842857142857,174.43142857142857,9589,3447,784.86,2.0,33.0,2.0,2.0,3.0,2,1,0,0,2.0,2.0,129.94
0,0,1,0,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,734.35,1,91,4498,23,10.173913043478262,17,13,796.73,61.28692307692308,2512.5,42.52153846153846,26.78923076923077,17254,6322,1802.27,3.0,42.333333333333336,1.0,3.0,8.0,2,0,0,0,2.0,0.0,500.0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55,1,71,4877,8,10.875,7,1,62.15,62.15,231.83,27.59,38.42,2179,448,45.57,2.0,29.0,1.5,2.0,12.0,5,2,1,0,2.0,0.0,0.0
0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,74.7,1,80,5980,16,10.875,14,1,84.42,84.42,568.12,435.06,174.52,1716,543,0.0,2.0,57.0,1.0,2.0,7.0,3,2,0,0,2.0,0.0,37.35
1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5,1,77,4418,42,11.476190476190476,36,24,2084.18,86.84083333333332,13056.31,313.185,142.83875,29443,9078,0.0,5.0,50.4,2.25,3.0,0.0,4,3,2,0,3.0,0.0,24.07
1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,453.4,1,66,4192,28,9.75,22,5,523.76,104.752,2662.09,259.402,130.91,7051,1731,753.4,4.0,39.0,2.333333333333333,1.0,11.0,4,0,0,0,3.0,1.0,1019.22
0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,994.8,1,73,5671,38,10.526315789473683,33,15,1131.6,75.44,8004.81,367.85333333333335,167.888,21098,4747,0.0,2.0,33.0,2.5,1.0,1.0,3,2,0,0,2.0,0.0,0.0
0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,2145,1,65,4926,41,9.804878048780488,31,48,2384.4,49.675,10263.77,49.59312500000001,25.375625,0,0,6290.12,4.0,49.75,1.6666666666666667,1.0,6.0,3,0,0,0,2.0,1.0,9.06
0,0,1,0,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05,1,65,2879,7,7.571428571428571,6,8,734.4,91.8,4355.349999999999,344.645,146.02625,8748,2963,1197.49,2.0,65.5,3.5,2.0,9.5,5,2,2,1,2.0,1.0,16.71
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35,1,93,2814,17,10.941176470588236,15,1,80.3,80.3,752.25,538.83,208.48,1098,292,0.0,2.0,41.0,3.0,1.0,6.0,3,1,0,0,3.0,1.0,122.3
0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,139.4,1,77,4263,10,10.3,10,2,164.42000000000002,82.21000000000001,1108.59,236.525,123.52,2524,218,0.0,2.0,52.0,2.0,2.0,2.0,5,0,0,0,3.0,2.0,29.76
1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,903.6,1,66,3099,29,10.93103448275862,26,22,1057.06,48.04818181818182,4624.76,40.98863636363637,24.502272727272725,0,0,3136.46,5.0,41.8,2.8,3.0,13.0,3,2,2,1,1.0,1.0,0.0
0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,131.05,1,89,4099,21,8.80952380952381,17,5,153.62,30.724,993.34,47.514,24.6,0,0,0.0,3.0,47.0,2.6666666666666665,2.0,2.0,4,2,0,0,2.0,0.0,5.69
0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,1238.45,1,76,2538,22,10.363636363636363,17,12,1337.01,111.4175,5548.05,420.7658333333333,144.60416666666666,9272,5801,1312.02,5.0,35.4,1.3333333333333333,2.0,15.0,5,3,2,2,3.0,1.0,19.94
0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1782.4,1,87,2666,38,10.289473684210526,33,20,2065.49,103.27450000000002,9459.27,365.855,160.9525,22980,9214,2707.41,3.0,65.0,2.0,3.0,7.0,4,3,1,0,1.0,0.0,18.82
1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,167.5,1,72,3715,33,11.242424242424242,25,2,203.48,101.74,871.3,525.975,122.26,1367,741,117.37,5.0,45.4,2.0,1.0,11.0,4,2,1,0,2.0,1.0,500.0
0,0,1,0,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,502.85,1,98,5032,12,11.5,8,6,533.72,88.95333333333333,3320.96,341.07666666666665,187.63333333333333,10270,1352,0.0,5.0,41.6,3.333333333333333,1.0,0.0,2,1,0,0,1.0,0.0,0.0
0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,1,82,5273,12,11.5,10,5,416.35,83.27000000000001,2178.38,456.652,143.526,5429,3087,0.0,2.0,47.5,1.0,3.0,2.0,4,4,2,0,2.0,1.0,22.3
1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,4131.95,1,88,3492,63,10.857142857142858,59,40,4621.52,115.538,21919.09,376.401,133.02625,53751,16453,5984.65,3.0,40.66666666666666,1.6666666666666667,2.0,8.0,4,2,0,0,2.0,2.0,31.44
0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1929.35,1,99,4517,37,11.45945945945946,33,27,2219.26,82.1948148148148,13707.65,360.02666666666664,161.38518518518518,33981,11581,0.0,2.0,50.5,2.5,1.0,4.0,3,1,0,0,2.0,1.0,0.0
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1758.6,1,81,2115,29,10.482758620689657,27,23,1885.51,81.97869565217391,12398.76,378.0404347826087,172.64565217391305,32941,11318,0.0,3.0,42.333333333333336,4.0,1.0,10.0,3,1,0,0,2.0,1.0,0.0
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480,1,72,2568,52,11.442307692307692,44,34,3783.88,111.29058823529412,18571.13,321.1314705882353,181.88323529411764,43398,14014,4690.39,3.0,27.33333333333333,1.5,2.0,4.0,3,1,1,0,2.0,1.0,0.0
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,85,1,80,5679,13,11.384615384615383,9,1,100.3,100.3,378.76,183.29,153.49,849,214,197.86,4.0,30.75,4.0,2.0,12.0,4,2,2,1,2.0,0.0,0.0
1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1,1,85,2966,10,12.3,8,10,933.63,93.363,5356.03,338.493,151.421,15248,3746,2109.9,3.0,47.333333333333336,0.0,3.0,9.0,2,0,0,0,1.0,0.0,0.0
1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,597,1,74,4856,33,9.606060606060606,30,13,637.28,49.02153846153846,2604.46,42.78846153846154,24.89153846153846,0,0,1834.7,3.0,45.0,2.6666666666666665,2.0,15.0,3,1,1,0,1.0,0.0,0.0
1,0,1,0,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266,1,98,3364,50,12.04,44,39,3703.74,94.9676923076923,20150.75,364.5605128205128,147.26333333333332,56961,15137,4843.29,5.0,38.4,2.333333333333333,3.0,9.0,5,1,1,0,2.0,0.0,17.26
1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15,1,92,5974,40,10.475,32,32,2881.2000000000003,90.03750000000001,17916.49,338.224375,152.12125,37231,14029,0.0,2.0,12.5,2.0,2.0,1.0,2,2,1,0,2.0,1.0,0.0
0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3527.6,1,72,2744,53,11.37735849056604,42,35,3849.38,109.98228571428572,17958.28,374.2797142857143,167.858,49184,15356,4864.95,4.0,30.25,1.25,3.0,8.666666666666666,2,1,1,0,2.0,1.0,20.05
1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,5614.45,1,67,5170,45,11.911111111111111,39,56,6146.31,109.7555357142857,30338.14,349.5073214285714,151.30589285714285,70661,21041,8103.81,5.0,28.4,2.25,3.0,9.333333333333334,3,2,2,0,2.0,0.0,0.0
0,0,1,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55,1,72,3535,16,11.125,13,12,252.89,21.074166666666667,0.0,0.0,0.0,16358,4346,0.0,2.0,23.5,2.5,2.0,7.0,2,0,0,0,2.0,1.0,100.0
0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,75.3,1,87,3244,25,11.2,21,1,77.56,77.56,647.98,379.89,187.91,291,121,0.0,4.0,49.0,3.6666666666666665,1.0,3.0,5,1,0,0,1.0,0.0,100.0
0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,346.2,1,74,5808,16,9.1875,15,4,394.28,98.57,1680.04,366.225,151.265,5595,2027,545.15,4.0,34.25,3.0,3.0,8.0,2,0,0,0,1.0,1.0,0.0
0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,85.7,1,66,4880,5,11.4,5,1,101.13,101.13,609.32,278.28,71.19,1477,506,78.7,2.0,20.5,2.0,3.0,10.5,2,1,0,0,3.0,0.0,500.0
0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,713.75,1,67,5670,13,9.384615384615383,10,12,811.34,67.61166666666666,2536.12,55.09,19.1225,18266,5661,0.0,2.0,44.5,2.0,3.0,5.5,3,2,0,0,2.0,1.0,18.5
0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,6786.4,1,91,4196,72,10.583333333333334,63,65,7615.11,117.15553846153846,35953.43,374.6653846153846,162.5812307692308,81283,23102,9714.98,5.0,62.4,3.0,1.0,8.0,3,1,0,0,2.0,0.0,31.58
1,0,1,0,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,248.95,1,83,2573,13,10.76923076923077,10,9,292.58000000000004,32.50888888888889,2482.82,52.986666666666665,27.063333333333333,0,0,0.0,2.0,57.5,2.5,1.0,0.0,3,0,0,0,3.0,0.0,5.99
0,0,1,0,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,1,76,3983,23,10.26086956521739,21,9,635.0500000000001,70.56111111111112,1654.33,52.33111111111111,19.72888888888889,11826,4721,0.0,3.0,31.0,3.0,2.0,5.5,4,0,0,0,2.0,0.0,6.5
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,137.6,1,100,4479,9,11.22222222222222,6,7,153.20000000000002,21.88571428571429,0.0,0.0,0.0,7039,3518,0.0,4.0,36.75,2.5,2.0,7.5,4,1,1,0,1.0,1.0,0.0
1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,4547.25,1,96,5059,46,9.978260869565217,37,49,4891.5,99.8265306122449,26074.13,333.16040816326534,147.34285714285716,63748,21713,7187.92,4.0,37.0,2.25,3.0,9.333333333333334,2,0,0,0,1.0,0.0,0.0
1,1,1,0,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,4687.9,1,65,2728,63,10.698412698412698,60,43,5248.27,122.0527906976744,22743.99,333.07348837209304,159.8474418604651,58580,19818,5599.42,4.0,70.5,2.333333333333333,3.0,1.0,3,1,0,0,1.0,1.0,33.23
0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,6985.65,1,89,5720,60,11.016666666666667,54,65,7522.15,115.7253846153846,35054.77,361.2146153846154,156.84830769230769,80923,24769,8872.9,2.0,31.5,1.5,1.0,0.0,3,2,0,0,2.0,1.0,500.0
1,1,1,0,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,5794.65,1,91,6268,44,11.681818181818182,32,56,6453.85,115.24732142857144,28396.33,373.1958928571429,148.91410714285715,76792,26144,6978.29,5.0,42.0,3.333333333333333,3.0,7.666666666666667,4,3,1,0,1.0,0.0,31.36
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,855.3,1,75,3573,7,9.571428571428571,7,10,933.42,93.342,5129.97,456.183,142.901,16645,4202,1142.14,3.0,56.66666666666666,2.0,1.0,10.0,5,1,1,1,2.0,1.0,500.0
0,0,1,0,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,1,65,2152,43,11.116279069767442,37,43,2694.71,62.667674418604655,8759.24,50.45441860465116,24.99697674418605,54586,17838,6183.48,3.0,25.33333333333333,3.5,2.0,2.0,4,2,0,0,2.0,0.0,33.68
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,89.55,1,99,4996,7,15.857142857142858,6,1,101.19,101.19,669.76,347.48,154.51,370,357,225.33,4.0,34.75,2.0,3.0,9.666666666666666,3,3,0,0,2.0,1.0,8.96
1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,84,5604,49,11.571428571428571,45,20,2099.02,104.951,10509.26,377.883,149.0275,19300,7935,2839.02,5.0,67.6,3.0,1.0,0.0,3,0,0,0,2.0,0.0,9.46
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,1,95,2295,21,10.761904761904765,21,1,49.36,49.36,269.36,39.86,20.36,1889,240,0.0,2.0,36.0,3.5,2.0,0.0,2,1,0,0,2.0,1.0,0.0
0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5,1,80,2065,5,9.2,3,2,184.36,92.18,693.26,265.57,145.365,2176,114,357.5,2.0,37.5,2.5,1.0,14.0,3,0,0,0,2.0,1.0,100.0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,222.3,1,87,2876,22,11.545454545454543,19,3,225.35,75.11666666666666,1797.11,342.18,186.29666666666665,6513,1234,0.0,3.0,38.66666666666666,3.333333333333333,3.0,11.0,4,3,2,1,3.0,1.0,20.88
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6,1,94,3860,10,12.9,7,1,84.3,84.3,558.48,167.0,177.31,1715,86,0.0,3.0,50.66666666666666,1.5,1.0,0.0,2,2,2,0,2.0,0.0,100.0
0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,164.3,1,83,5432,20,12.55,17,8,173.72,21.715,0.0,0.0,0.0,13910,3376,0.0,2.0,36.0,3.5,3.0,13.0,5,1,0,0,3.0,1.0,5.89
1,0,1,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,35.9,1,68,2362,14,10.928571428571429,11,2,43.86,21.93,0.0,0.0,0.0,4043,679,0.0,2.0,43.5,3.0,1.0,7.0,3,3,2,1,1.0,1.0,1.99
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,96.05,1,93,2038,25,10.24,20,4,104.78,26.195,898.47,39.465,21.1225,0,0,0.0,5.0,44.8,2.25,1.0,11.0,5,1,1,1,2.0,0.0,502.43
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,1,80,2323,10,10.6,10,2,153.93,76.965,560.31,415.4,132.8,2819,86,0.0,4.0,76.0,2.0,3.0,8.0,4,1,1,0,2.0,1.0,106.97
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,191.05,1,78,2864,11,11.454545454545457,11,4,199.5,49.875,1051.05,48.7375,19.7175,6523,1591,0.0,2.0,30.5,2.0,3.0,5.666666666666667,3,2,0,0,1.0,1.0,0.0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,1,78,4838,7,13.428571428571429,7,1,81.06,81.06,547.2,550.14,116.18,1589,217,0.0,4.0,61.0,2.75,1.0,0.0,3,1,0,0,3.0,2.0,0.0
1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2550.9,1,90,5597,40,11.15,37,52,2858.64,54.97384615384616,10693.49,51.50653846153846,25.07230769230769,0,0,6909.83,2.0,30.5,2.0,3.0,12.0,5,0,0,0,3.0,3.0,509.83
0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,1,65,3146,11,10.181818181818182,7,2,73.22,36.61,530.94,64.22,28.615,0,0,276.23,2.0,43.5,2.0,1.0,0.0,5,2,0,0,3.0,0.0,6.94
1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,80,1,88,2046,19,9.157894736842104,18,1,82.4,82.4,599.97,170.89,226.56,132,720,185.16,3.0,30.33333333333333,3.333333333333333,1.0,9.0,5,2,0,0,2.0,0.0,524.0
1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,91.1,1,89,3475,5,9.0,3,2,101.46,50.73,418.3200000000001,33.06,21.51,2274,646,0.0,5.0,46.0,2.6,2.0,2.0,4,1,1,0,1.0,0.0,0.0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7,1,69,4965,7,8.0,5,3,250.84,83.61333333333333,1754.18,463.52,147.23999999999998,3190,1034,0.0,2.0,48.0,4.0,2.0,5.5,3,0,0,0,1.0,0.0,7.51
1,0,1,0,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,1,86,3273,20,11.5,18,3,165.01,55.00333333333333,534.85,25.653333333333336,23.243333333333336,5138,1018,0.0,2.0,78.0,2.0,3.0,10.0,3,1,0,0,3.0,1.0,25.07
0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,2015.35,1,85,4535,23,11.565217391304348,20,25,2231.7,89.26799999999999,13099.93,367.694,146.0444,30156,10556,0.0,2.0,43.0,3.0,1.0,0.0,2,0,0,0,3.0,1.0,7.98
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,1,66,3556,24,10.0,20,1,21.11,21.11,0.0,0.0,0.0,1440,468,0.0,4.0,32.75,3.5,2.0,8.0,3,0,0,0,3.0,1.0,1500.0
0,0,1,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,381.3,1,74,5640,11,9.636363636363637,9,4,375.59,93.8975,2137.83,268.71750000000003,145.26749999999998,6154,1897,749.48,4.0,51.5,3.5,2.0,0.0,2,2,1,1,3.0,3.0,134.39
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5,1,67,2450,8,8.625,7,3,155.99,51.99666666666667,668.67,66.44,22.99,4288,670,0.0,3.0,53.0,2.333333333333333,3.0,3.0,2,0,0,0,1.0,0.0,100.0
1,1,1,0,33,1,2,1,0,0,0,0,2,2,0,1,2,94.5,3105.55,1,96,4333,46,11.565217391304348,37,33,3462.48,104.92363636363636,19008.67,411.5163636363637,155.44848484848487,35373,15903,4216.86,4.0,46.0,1.5,2.0,8.5,5,3,0,0,2.0,2.0,0.0
0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,2758.15,1,97,2482,44,10.772727272727272,39,30,3072.09,102.403,16216.56,343.8593333333334,165.29399999999998,33287,14313,0.0,2.0,27.5,3.0,1.0,3.0,5,2,2,0,3.0,1.0,136.68
0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,1,73,5269,36,12.916666666666666,29,45,4323.53,96.07844444444444,24343.37,364.64822222222216,162.8008888888889,52026,19061,0.0,3.0,49.333333333333336,3.6666666666666665,1.0,14.0,3,1,1,1,1.0,0.0,0.0
1,0,0,0,10,1,2,1,2,0,0,0,2,2,0,0,2,98.55,1008.55,1,80,3658,27,12.11111111111111,24,10,1079.11,107.91100000000002,5522.82,336.486,137.738,10574,4318,1198.99,2.0,43.5,4.0,2.0,9.0,3,1,0,0,1.0,0.0,0.0
1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8,1,92,5444,52,12.365384615384617,40,20,2163.21,108.1605,11410.59,388.714,157.2025,25646,8021,2203.97,2.0,31.5,4.0,3.0,8.333333333333334,2,1,1,1,2.0,2.0,29.56
0,0,0,0,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,1,96,3579,26,10.615384615384617,24,15,1430.24,95.34933333333332,8298.28,340.2153333333333,184.96866666666668,24730,5485,2354.97,4.0,35.75,2.75,1.0,15.0,3,1,0,0,3.0,3.0,600.0
0,0,0,0,22,1,0,1,0,0,0,0,2,2,0,0,2,89.25,1907.85,1,82,3161,19,10.526315789473683,16,22,2151.68,97.80363636363636,9898.37,442.37045454545455,138.785,27433,8468,3111.89,4.0,44.0,3.25,3.0,12.0,3,2,1,0,1.0,0.0,26.77
1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,208.85,1,66,3038,19,9.0,19,3,231.28,77.09333333333333,1538.51,367.0266666666666,117.15666666666668,4321,882,0.0,4.0,41.5,2.5,3.0,2.0,3,1,1,0,1.0,0.0,500.0
1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65,1,77,5264,46,11.130434782608695,39,15,1540.23,102.682,7653.65,342.3226666666667,159.97,17176,7450,1618.33,5.0,34.0,3.0,3.0,8.333333333333334,4,3,2,1,2.0,2.0,500.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,1,100,4248,11,10.0,9,1,20.5,20.5,0.0,0.0,0.0,2435,381,0.0,2.0,62.0,0.0,3.0,3.0,3,1,0,0,3.0,2.0,11.94
0,0,1,0,5,1,0,1,2,0,2,0,0,2,0,1,3,88.9,454.15,1,79,4356,17,11.058823529411764,16,5,480.04,96.008,2940.39,421.842,149.61200000000002,7116,1789,745.98,3.0,27.0,2.6666666666666665,1.0,9.0,5,3,0,0,2.0,1.0,500.0
1,0,1,0,33,1,0,1,0,0,2,0,2,2,1,1,2,95.8,3036.75,1,76,4161,49,12.653061224489797,40,33,3486.03,105.63727272727272,17633.98,362.6760606060606,146.80727272727273,44200,14710,4336.67,5.0,36.4,2.0,3.0,1.0,5,1,0,0,3.0,2.0,9.58
