offer_id,customer_id,offer_date,offer_type,offer_value,accepted,response_date,customer_segment,churn_label
OFF000296,2865-TCHJW,2023-06-04,Free 3 Months Streaming,0.0,Yes,2023-06-07,New,Yes
OFF000297,5192-EBGOV,2025-04-04,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000298,5192-EBGOV,2025-01-08,Free Installation,0.0,No,,New,Yes
OFF000299,5192-EBGOV,2025-02-10,Cashback ₹500,500.0,No,,New,Yes
OFF000300,0719-SYFRB,2024-06-13,10% Discount,12.33,Yes,2024-06-20,Regular,Yes
OFF000301,0719-SYFRB,2024-06-17,20% Discount,6.17,No,,Regular,Yes
OFF000302,3419-SNJJD,2025-03-04,20% Discount,21.05,No,,Loyal,Yes
OFF000303,3419-SNJJD,2023-02-20,10% Discount,10.53,No,,Loyal,Yes
OFF000304,6543-CPZMK,2023-07-11,Free Installation,0.0,No,,New,Yes
OFF000305,6543-CPZMK,2024-08-04,Premium Support,0.0,No,,New,Yes
OFF000306,6543-CPZMK,2025-10-14,20% Discount,5.99,No,,New,Yes
OFF000307,4765-OXPPD,2025-08-03,10% Discount,6.5,No,,New,Yes
OFF000308,4765-OXPPD,2024-05-17,Free Upgrade,0.0,No,,New,Yes
OFF000309,1009-IRMNA,2024-01-24,Free 3 Months Streaming,0.0,Yes,2024-01-28,New,Yes
OFF000310,4554-YGZIH,2024-11-16,Loyalty Reward,0.0,No,,Loyal,Yes
OFF000311,5099-BAILX,2025-07-06,10% Discount,33.23,Yes,2025-07-12,Loyal,Yes
OFF000312,7207-RMRDB,2025-05-09,Loyalty Reward,0.0,Yes,2025-05-13,Loyal,Yes
OFF000313,7207-RMRDB,2025-02-17,Cashback ₹500,500.0,No,,Loyal,Yes
OFF000314,4913-EHYUI,2025-03-01,30% Discount,31.36,No,,Loyal,Yes
OFF000315,0195-IESCP,2024-09-13,Free Upgrade,0.0,No,,New,Yes
OFF000316,0195-IESCP,2023-12-07,Cashback ₹500,500.0,Yes,2023-12-12,New,Yes
OFF000317,4580-TMHJU,2025-08-05,10% Discount,16.84,No,,Loyal,Yes
OFF000318,4580-TMHJU,2025-09-05,20% Discount,16.84,No,,Loyal,Yes
OFF000319,0970-ETWGE,2025-07-14,Free Installation,0.0,Yes,2025-07-20,New,Yes
OFF000320,0970-ETWGE,2023-04-27,30% Discount,8.96,No,,New,Yes
OFF000321,1626-ERCMM,2024-09-11,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF000322,1626-ERCMM,2025-07-13,20% Discount,9.46,No,,Regular,Yes
OFF000323,0887-HJGAR,2024-05-15,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000324,0887-HJGAR,2023-09-11,Loyalty Reward,0.0,Yes,2023-09-14,New,Yes
OFF000325,5644-PDMZC,2024-04-14,Free Installation,0.0,No,,New,Yes
OFF000326,5644-PDMZC,2023-09-25,Extra 100GB Data,100.0,Yes,2023-09-28,New,Yes
OFF000327,9576-ANLXO,2024-07-01,30% Discount,6.96,No,,New,Yes
OFF000328,9576-ANLXO,2025-10-27,20% Discount,6.96,No,,New,Yes
OFF000329,9576-ANLXO,2023-06-25,30% Discount,6.96,Yes,2023-06-26,New,Yes
OFF000330,2024-BASKD,2025-04-13,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000331,2024-BASKD,2023-09-04,Extra 100GB Data,100.0,No,,New,Yes
OFF000332,4160-AMJTL,2024-11-17,Premium Support,0.0,Yes,2024-11-19,New,Yes
OFF000333,4160-AMJTL,2023-02-17,10% Discount,5.89,No,,New,Yes
OFF000334,4160-AMJTL,2023-11-03,Loyalty Reward,0.0,No,,New,Yes
OFF000335,4464-JCOLN,2025-07-20,10% Discount,1.99,Yes,2025-07-23,New,Yes
OFF000336,5650-VDUDS,2024-04-28,Cashback ₹500,500.0,No,,New,Yes
OFF000337,5650-VDUDS,2024-06-22,20% Discount,2.43,No,,New,Yes
OFF000338,7538-GWHML,2025-08-26,Extra 100GB Data,100.0,No,,New,Yes
OFF000339,7538-GWHML,2025-03-26,30% Discount,6.97,Yes,2025-03-28,New,Yes
OFF000340,3859-CVCET,2025-11-07,Free 3 Months Streaming,0.0,Yes,2025-11-14,New,Yes
OFF000341,3276-HDUEG,2024-03-23,Free 3 Months Streaming,0.0,Yes,2024-03-27,New,Yes
OFF000342,3276-HDUEG,2024-08-11,Free Upgrade,0.0,No,,New,Yes
OFF000343,3276-HDUEG,2025-01-03,Loyalty Reward,0.0,Yes,2025-01-07,New,Yes
OFF000344,0823-HSCDJ,2025-02-06,Premium Support,0.0,Yes,2025-02-09,Loyal,Yes
OFF000345,0823-HSCDJ,2023-10-17,10% Discount,9.83,Yes,2023-10-18,Loyal,Yes
OFF000346,0823-HSCDJ,2023-09-24,Cashback ₹500,500.0,Yes,2023-09-27,Loyal,Yes
OFF000347,0822-GAVAP,2025-03-01,20% Discount,6.94,No,,New,Yes
OFF000348,0822-GAVAP,2023-04-17,Loyalty Reward,0.0,No,,New,Yes
OFF000349,0822-GAVAP,2023-12-19,Free Upgrade,0.0,No,,New,Yes
OFF000350,1448-PWKYE,2024-02-25,Cashback ₹500,500.0,No,,New,Yes
OFF000351,1448-PWKYE,2023-09-16,10% Discount,24.0,No,,New,Yes
OFF000352,0067-DKWBL,2024-02-14,Free Installation,0.0,No,,New,Yes
OFF000353,2276-YDAVZ,2024-01-25,30% Discount,7.51,No,,New,Yes
OFF000354,5896-NPFWW,2023-08-05,Premium Support,0.0,Yes,2023-08-10,New,Yes
OFF000355,5896-NPFWW,2024-10-20,30% Discount,10.03,No,,New,Yes
OFF000356,5896-NPFWW,2025-11-03,10% Discount,15.04,No,,New,Yes
OFF000357,7133-VBDCG,2024-04-24,20% Discount,7.98,No,,Regular,Yes
OFF000358,7133-VBDCG,2023-09-10,Loyalty Reward,0.0,Yes,2023-09-16,Regular,Yes
OFF000359,7133-VBDCG,2023-10-13,Free Installation,0.0,No,,Regular,Yes
OFF000360,1029-QFBEN,2024-06-15,Cashback ₹500,500.0,No,,New,Yes
OFF000361,1029-QFBEN,2023-05-17,Cashback ₹500,500.0,No,,New,Yes
OFF000362,1029-QFBEN,2025-08-10,Cashback ₹500,500.0,Yes,2025-08-13,New,Yes
OFF000363,4952-YSOGZ,2024-11-20,20% Discount,25.79,Yes,2024-11-26,New,Yes
OFF000364,4952-YSOGZ,2025-01-28,Extra 100GB Data,100.0,Yes,2025-01-28,New,Yes
OFF000365,4952-YSOGZ,2024-07-06,20% Discount,8.6,Yes,2024-07-11,New,Yes
OFF000366,1589-AGTLK,2023-04-25,Extra 100GB Data,100.0,No,,New,Yes
OFF000367,5244-IRFIH,2025-08-04,Free Upgrade,0.0,Yes,2025-08-10,Regular,Yes
OFF000368,5244-IRFIH,2023-06-20,Free Installation,0.0,Yes,2023-06-26,Regular,Yes
OFF000369,2684-EIWEO,2025-10-07,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000370,2684-EIWEO,2024-12-08,30% Discount,18.34,Yes,2024-12-15,Regular,Yes
OFF000371,2684-EIWEO,2023-10-19,20% Discount,18.34,No,,Regular,Yes
OFF000372,6439-GTPCA,2025-03-22,Free Upgrade,0.0,No,,Loyal,Yes
OFF000373,5138-WVKYJ,2025-04-08,Free Installation,0.0,No,,New,Yes
OFF000374,6683-VLCTZ,2024-11-01,20% Discount,29.56,Yes,2024-11-03,Regular,Yes
OFF000375,6683-VLCTZ,2023-02-23,Free 3 Months Streaming,0.0,Yes,2023-02-28,Regular,Yes
OFF000376,2189-WWOEW,2023-10-04,Cashback ₹500,500.0,Yes,2023-10-06,Regular,Yes
OFF000377,2189-WWOEW,2023-06-12,Free Installation,0.0,Yes,2023-06-15,Regular,Yes
OFF000378,2189-WWOEW,2025-08-08,Extra 100GB Data,100.0,Yes,2025-08-13,Regular,Yes
OFF000379,1894-IGFSG,2024-03-21,10% Discount,26.77,No,,Regular,Yes
OFF000380,7379-POKDZ,2025-09-27,Cashback ₹500,500.0,No,,New,Yes
OFF000381,0236-HFWSV,2023-01-20,Cashback ₹500,500.0,Yes,2023-01-21,Regular,Yes
OFF000382,0236-HFWSV,2024-09-24,Premium Support,0.0,Yes,2024-09-26,Regular,Yes
OFF000383,3900-AQPHZ,2025-06-15,10% Discount,3.98,Yes,2025-06-17,New,Yes
OFF000384,3900-AQPHZ,2024-08-12,30% Discount,3.98,No,,New,Yes
OFF000385,3900-AQPHZ,2023-04-22,30% Discount,3.98,Yes,2023-04-27,New,Yes
OFF000386,5842-POCOP,2024-09-19,Cashback ₹500,500.0,Yes,2024-09-24,New,Yes
OFF000387,5842-POCOP,2023-10-08,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000388,2037-XJFUP,2024-02-17,20% Discount,9.58,No,,Regular,Yes
OFF000389,2037-XJFUP,2025-10-12,Premium Support,0.0,Yes,2025-10-14,Regular,Yes
OFF000390,2037-XJFUP,2024-05-16,Free 3 Months Streaming,0.0,Yes,2024-05-22,Regular,Yes
OFF000391,7314-OXENN,2025-07-27,Free Upgrade,0.0,No,,New,Yes
OFF000392,7314-OXENN,2023-05-05,Cashback ₹500,500.0,Yes,2023-05-12,New,Yes
OFF000393,7314-OXENN,2023-03-01,Free 3 Months Streaming,0.0,Yes,2023-03-03,New,Yes
OFF000394,0322-CHQRU,2025-01-19,10% Discount,13.61,Yes,2025-01-22,New,Yes
OFF000395,0322-CHQRU,2024-02-28,Free Upgrade,0.0,Yes,2024-02-28,New,Yes
OFF000396,4678-DVQEO,2023-08-02,Premium Support,0.0,Yes,2023-08-07,New,Yes
OFF000397,0691-IFBQW,2025-11-22,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF000398,0691-IFBQW,2024-08-28,Loyalty Reward,0.0,Yes,2024-08-28,Loyal,Yes
OFF000399,0691-IFBQW,2023-05-19,10% Discount,11.0,No,,Loyal,Yes
OFF000400,3009-JWMPU,2024-11-13,Free Upgrade,0.0,Yes,2024-11-14,Loyal,Yes
OFF000401,1450-GALXR,2024-05-10,20% Discount,19.7,Yes,2024-05-12,New,Yes
OFF000402,1450-GALXR,2024-09-27,Extra 100GB Data,100.0,No,,New,Yes
OFF000403,3138-BKYAV,2025-11-13,Extra 100GB Data,100.0,No,,New,Yes
OFF000404,3138-BKYAV,2023-10-09,Free 3 Months Streaming,0.0,Yes,2023-10-11,New,Yes
OFF000405,4289-DTDKW,2023-06-17,Cashback ₹500,500.0,No,,Loyal,Yes
OFF000406,4289-DTDKW,2024-05-04,Free 3 Months Streaming,0.0,Yes,2024-05-06,Loyal,Yes
OFF000407,4289-DTDKW,2023-02-18,Premium Support,0.0,No,,Loyal,Yes
OFF000408,1820-TQVEV,2024-01-04,10% Discount,6.96,No,,New,Yes
OFF000409,1820-TQVEV,2025-04-02,Free 3 Months Streaming,0.0,Yes,2025-04-09,New,Yes
OFF000410,2239-JALAW,2025-11-23,Extra 100GB Data,100.0,Yes,2025-11-28,Loyal,Yes
OFF000411,2239-JALAW,2023-10-19,20% Discount,30.97,Yes,2023-10-23,Loyal,Yes
OFF000412,4853-RULSV,2025-08-10,Loyalty Reward,0.0,No,,Loyal,Yes
OFF000413,6275-YDUVO,2025-03-06,Free Installation,0.0,No,,New,Yes
OFF000414,6275-YDUVO,2024-12-22,Free Upgrade,0.0,Yes,2024-12-23,New,Yes
OFF000415,0115-TFERT,2024-02-12,Cashback ₹500,500.0,Yes,2024-02-18,Regular,Yes
OFF000416,2311-QYMUQ,2025-05-05,30% Discount,17.89,No,,Regular,Yes
OFF000417,3643-AHCFP,2025-09-24,10% Discount,9.56,No,,New,Yes
OFF000418,3643-AHCFP,2025-12-21,Loyalty Reward,0.0,Yes,2025-12-23,New,Yes
OFF000419,3104-OWCGK,2024-10-26,30% Discount,18.19,No,,Loyal,Yes
OFF000420,3104-OWCGK,2023-06-25,Premium Support,0.0,No,,Loyal,Yes
OFF000421,3104-OWCGK,2024-09-05,Cashback ₹500,500.0,No,,Loyal,Yes
OFF000422,9101-BWFSS,2024-11-09,Extra 100GB Data,100.0,Yes,2024-11-15,Loyal,Yes
OFF000423,9101-BWFSS,2023-07-22,10% Discount,32.56,Yes,2023-07-28,Loyal,Yes
OFF000424,9101-BWFSS,2025-09-10,30% Discount,10.86,No,,Loyal,Yes
OFF000425,9231-ZJYAM,2025-06-18,Premium Support,0.0,No,,New,Yes
OFF000426,9231-ZJYAM,2023-08-07,Loyalty Reward,0.0,Yes,2023-08-11,New,Yes
OFF000427,6982-SSHFK,2024-09-16,Extra 100GB Data,100.0,No,,New,Yes
OFF000428,0727-BMPLR,2025-02-13,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF000429,1038-ZAGBI,2023-12-18,10% Discount,1.98,Yes,2023-12-19,Regular,Yes
OFF000430,1038-ZAGBI,2023-09-24,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000431,3027-ZTDHO,2025-11-04,Free Upgrade,0.0,No,,New,Yes
OFF000432,3027-ZTDHO,2024-12-13,Extra 100GB Data,100.0,No,,New,Yes
OFF000433,3027-ZTDHO,2023-07-01,Extra 100GB Data,100.0,No,,New,Yes
OFF000434,2382-BCKQJ,2023-01-06,Extra 100GB Data,100.0,Yes,2023-01-12,Loyal,Yes
OFF000435,2382-BCKQJ,2023-02-23,Loyalty Reward,0.0,Yes,2023-02-26,Loyal,Yes
OFF000436,2382-BCKQJ,2024-01-22,30% Discount,10.02,No,,Loyal,Yes
OFF000437,2207-NHRJK,2024-01-07,Loyalty Reward,0.0,Yes,2024-01-09,New,Yes
OFF000438,2207-NHRJK,2024-06-13,Extra 100GB Data,100.0,Yes,2024-06-17,New,Yes
OFF000439,2207-NHRJK,2024-05-22,Extra 100GB Data,100.0,No,,New,Yes
OFF000440,0947-MUGVO,2024-05-09,Premium Support,0.0,Yes,2024-05-16,Regular,Yes
OFF000441,0947-MUGVO,2025-01-03,Cashback ₹500,500.0,No,,Regular,Yes
OFF000442,9944-HKVVB,2023-08-13,Cashback ₹500,500.0,Yes,2023-08-17,New,Yes
OFF000443,4124-MMETB,2025-05-12,Loyalty Reward,0.0,Yes,2025-05-15,Regular,Yes
OFF000444,3671-SHRSP,2024-11-05,Extra 100GB Data,100.0,No,,New,Yes
OFF000445,3671-SHRSP,2025-05-04,Free Upgrade,0.0,Yes,2025-05-07,New,Yes
OFF000446,3313-QKNKB,2025-07-20,Loyalty Reward,0.0,No,,Loyal,Yes
OFF000447,3313-QKNKB,2024-03-20,20% Discount,25.66,Yes,2024-03-22,Loyal,Yes
OFF000448,3313-QKNKB,2025-08-17,Free Installation,0.0,Yes,2025-08-18,Loyal,Yes
OFF000449,5073-WXOYN,2023-05-04,10% Discount,15.24,Yes,2023-05-06,Loyal,Yes
OFF000450,5073-WXOYN,2023-10-28,Loyalty Reward,0.0,No,,Loyal,Yes
OFF000451,5073-WXOYN,2025-10-16,Cashback ₹500,500.0,No,,Loyal,Yes
OFF000452,0207-MDKNV,2024-02-26,30% Discount,10.51,No,,Regular,Yes
OFF000453,0207-MDKNV,2024-04-26,Premium Support,0.0,No,,Regular,Yes
OFF000454,9851-KIELU,2024-08-22,Free Upgrade,0.0,No,,New,Yes
OFF000455,3908-BLSYF,2025-07-07,Premium Support,0.0,Yes,2025-07-08,New,Yes
OFF000456,3908-BLSYF,2025-07-22,Cashback ₹500,500.0,No,,New,Yes
OFF000457,7549-MYGPK,2025-01-12,Free 3 Months Streaming,0.0,No,,Loyal,Yes
OFF000458,7549-MYGPK,2025-01-02,30% Discount,30.16,No,,Loyal,Yes
OFF000459,7549-MYGPK,2023-12-10,Free Upgrade,0.0,Yes,2023-12-15,Loyal,Yes
OFF000460,3804-RVTGV,2025-06-04,30% Discount,31.15,No,,Loyal,Yes
OFF000461,3804-RVTGV,2023-08-11,Loyalty Reward,0.0,Yes,2023-08-17,Loyal,Yes
OFF000462,3804-RVTGV,2023-12-13,Free 3 Months Streaming,0.0,No,,Loyal,Yes
OFF000463,9227-LUNBG,2024-08-01,Premium Support,0.0,Yes,2024-08-07,New,Yes
OFF000464,4315-MURBD,2025-07-26,10% Discount,9.89,Yes,2025-07-27,Regular,Yes
OFF000465,4315-MURBD,2023-11-07,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000466,4315-MURBD,2025-08-07,Free Installation,0.0,Yes,2025-08-12,Regular,Yes
OFF000467,9734-YWGEX,2024-07-06,Loyalty Reward,0.0,No,,New,Yes
OFF000468,9734-YWGEX,2025-10-26,30% Discount,9.83,Yes,2025-10-27,New,Yes
OFF000469,9734-YWGEX,2025-05-17,Loyalty Reward,0.0,No,,New,Yes
OFF000470,2719-BDAQO,2023-07-18,10% Discount,28.15,No,,Regular,Yes
OFF000471,2719-BDAQO,2024-05-21,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF000472,0781-LKXBR,2025-10-12,Cashback ₹500,500.0,No,,New,Yes
OFF000473,0781-LKXBR,2025-10-13,20% Discount,20.1,Yes,2025-10-14,New,Yes
OFF000474,1907-UBQFC,2023-04-14,Free Upgrade,0.0,Yes,2023-04-17,New,Yes
OFF000475,1907-UBQFC,2024-01-20,10% Discount,21.85,Yes,2024-01-23,New,Yes
OFF000476,1907-UBQFC,2025-04-27,30% Discount,21.85,No,,New,Yes
OFF000477,6513-EECDB,2023-06-05,Extra 100GB Data,100.0,Yes,2023-06-12,New,Yes
OFF000478,7074-IEVOJ,2024-05-26,10% Discount,23.82,Yes,2024-05-28,New,Yes
OFF000479,7074-IEVOJ,2024-10-16,Loyalty Reward,0.0,No,,New,Yes
OFF000480,7074-IEVOJ,2024-06-18,10% Discount,15.88,Yes,2024-06-24,New,Yes
OFF000481,9625-QSTYE,2025-07-01,30% Discount,24.35,Yes,2025-07-06,Regular,Yes
OFF000482,9625-QSTYE,2024-09-28,Loyalty Reward,0.0,No,,Regular,Yes
OFF000483,9625-QSTYE,2023-06-20,Free 3 Months Streaming,0.0,Yes,2023-06-27,Regular,Yes
OFF000484,4750-ZRXIU,2024-06-16,Cashback ₹500,500.0,No,,New,Yes
OFF000485,4750-ZRXIU,2023-11-11,Loyalty Reward,0.0,Yes,2023-11-12,New,Yes
OFF000486,4750-ZRXIU,2025-08-15,10% Discount,16.92,Yes,2025-08-17,New,Yes
OFF000487,6400-BWQKW,2024-11-24,20% Discount,23.71,No,,New,Yes
OFF000488,6680-WKXRZ,2025-11-21,Cashback ₹500,500.0,Yes,2025-11-24,New,Yes
OFF000489,6680-WKXRZ,2025-10-06,Loyalty Reward,0.0,No,,New,Yes
OFF000490,7028-DVOIQ,2023-12-04,Free Installation,0.0,Yes,2023-12-05,Regular,Yes
OFF000491,4208-UFFGW,2024-02-21,Cashback ₹500,500.0,No,,New,Yes
OFF000492,4208-UFFGW,2024-12-20,Free Installation,0.0,No,,New,Yes
OFF000493,9448-REEVD,2024-03-28,Free Installation,0.0,Yes,2024-03-28,New,Yes
OFF000494,9117-SHLZX,2024-11-24,Premium Support,0.0,No,,New,Yes
OFF000495,9117-SHLZX,2023-03-07,Loyalty Reward,0.0,No,,New,Yes
OFF000496,9117-SHLZX,2024-07-25,Free Upgrade,0.0,Yes,2024-07-28,New,Yes
OFF000497,9889-TMAHG,2025-02-03,Loyalty Reward,0.0,Yes,2025-02-09,New,Yes
OFF000498,9889-TMAHG,2023-02-28,Premium Support,0.0,No,,New,Yes
OFF000499,4541-RMRLG,2025-11-28,Extra 100GB Data,100.0,No,,New,Yes
OFF000500,4541-RMRLG,2025-07-08,30% Discount,5.77,No,,New,Yes
OFF000501,4541-RMRLG,2025-04-14,20% Discount,3.85,No,,New,Yes
OFF000502,3158-MOERK,2024-05-06,30% Discount,19.2,Yes,2024-05-08,New,Yes
OFF000503,3158-MOERK,2023-01-16,Cashback ₹500,500.0,Yes,2023-01-21,New,Yes
OFF000504,7294-TMAOP,2025-01-26,Free 3 Months Streaming,0.0,Yes,2025-01-28,New,Yes
OFF000505,7294-TMAOP,2024-11-12,10% Discount,27.16,Yes,2024-11-14,New,Yes
OFF000506,7294-TMAOP,2024-08-13,Free Installation,0.0,Yes,2024-08-15,New,Yes
OFF000507,8919-FYFQZ,2023-09-02,Extra 100GB Data,100.0,Yes,2023-09-03,Loyal,Yes
OFF000508,2834-JRTUA,2024-02-14,20% Discount,10.8,No,,Loyal,Yes
OFF000509,2834-JRTUA,2023-05-10,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF000510,2834-JRTUA,2025-08-06,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF000511,5875-YPQFJ,2024-08-24,30% Discount,13.98,No,,New,Yes
OFF000512,5875-YPQFJ,2024-05-12,Loyalty Reward,0.0,No,,New,Yes
OFF000513,5875-YPQFJ,2025-09-27,Premium Support,0.0,Yes,2025-09-28,New,Yes
OFF000514,6646-QVXLR,2024-03-08,Loyalty Reward,0.0,No,,Loyal,Yes
OFF000515,6646-QVXLR,2024-08-22,Premium Support,0.0,No,,Loyal,Yes
OFF000516,8603-IJWDN,2024-03-11,Premium Support,0.0,No,,New,Yes
OFF000517,8603-IJWDN,2023-12-16,Extra 100GB Data,100.0,Yes,2023-12-23,New,Yes
OFF000518,9369-XFEHK,2023-03-01,Free 3 Months Streaming,0.0,Yes,2023-03-07,Regular,Yes
OFF000519,9369-XFEHK,2024-07-13,Free 3 Months Streaming,0.0,Yes,2024-07-19,Regular,Yes
OFF000520,3842-IYKUE,2023-02-13,Loyalty Reward,0.0,Yes,2023-02-18,Regular,Yes
OFF000521,6641-XRPSU,2023-04-05,Premium Support,0.0,Yes,2023-04-12,Regular,Yes
OFF000522,6641-XRPSU,2024-09-24,10% Discount,21.0,No,,Regular,Yes
OFF000523,1374-DMZUI,2023-02-09,Free Installation,0.0,Yes,2023-02-11,New,Yes
OFF000524,8357-EQXFO,2023-02-07,Extra 100GB Data,100.0,No,,New,Yes
OFF000525,8357-EQXFO,2025-04-09,20% Discount,19.07,Yes,2025-04-13,New,Yes
OFF000526,8357-EQXFO,2024-12-01,30% Discount,9.54,Yes,2024-12-05,New,Yes
OFF000527,1989-PRJHP,2025-10-11,20% Discount,15.1,No,,Regular,Yes
OFF000528,1989-PRJHP,2023-04-28,Free Installation,0.0,No,,Regular,Yes
OFF000529,9524-EGPJC,2023-07-15,10% Discount,27.03,No,,Regular,Yes
OFF000530,9524-EGPJC,2023-06-27,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000531,6993-OHLXR,2024-02-24,Cashback ₹500,500.0,No,,New,Yes
OFF000532,8818-XYFCQ,2025-05-23,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000533,8818-XYFCQ,2025-08-27,Loyalty Reward,0.0,No,,Regular,Yes
OFF000534,8818-XYFCQ,2025-04-15,30% Discount,9.96,No,,Regular,Yes
OFF000535,4695-VADHF,2023-08-13,30% Discount,11.49,No,,Regular,Yes
OFF000536,4695-VADHF,2025-08-02,Cashback ₹500,500.0,Yes,2025-08-09,Regular,Yes
OFF000537,4695-VADHF,2023-12-21,Loyalty Reward,0.0,Yes,2023-12-22,Regular,Yes
OFF000538,3863-IUBJR,2023-11-22,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000539,3863-IUBJR,2024-02-02,30% Discount,16.09,No,,Regular,Yes
OFF000540,3863-IUBJR,2024-11-14,Free 3 Months Streaming,0.0,Yes,2024-11-19,Regular,Yes
OFF000541,4822-RVYBB,2025-07-08,Premium Support,0.0,No,,New,Yes
OFF000542,8436-BJUMM,2024-03-03,Free 3 Months Streaming,0.0,Yes,2024-03-06,Regular,Yes
OFF000543,4184-TJFAN,2024-04-19,20% Discount,26.49,No,,New,Yes
OFF000544,4184-TJFAN,2023-08-16,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000545,4145-UQXUQ,2024-01-16,Free 3 Months Streaming,0.0,No,,New,Yes
OFF000546,4145-UQXUQ,2024-06-03,10% Discount,9.21,No,,New,Yes
OFF000547,9948-YPTDG,2023-05-19,Free Upgrade,0.0,No,,Loyal,Yes
OFF000548,1236-WFCDV,2025-01-04,Free 3 Months Streaming,0.0,Yes,2025-01-09,Regular,Yes
OFF000549,1236-WFCDV,2023-04-15,Cashback ₹500,500.0,No,,Regular,Yes
OFF000550,4883-QICIH,2025-08-24,Cashback ₹500,500.0,No,,Regular,Yes
OFF000551,8329-IBCTI,2024-10-25,30% Discount,5.89,Yes,2024-10-27,New,Yes
OFF000552,8329-IBCTI,2023-08-01,Premium Support,0.0,Yes,2023-08-02,New,Yes
OFF000553,8329-IBCTI,2024-12-05,10% Discount,3.93,No,,New,Yes
OFF000554,1271-SJBGZ,2024-11-12,30% Discount,4.37,No,,Regular,Yes
OFF000555,1271-SJBGZ,2024-03-18,Free Upgrade,0.0,Yes,2024-03-19,Regular,Yes
OFF000556,5669-SRAIP,2023-01-20,10% Discount,11.85,Yes,2023-01-22,New,Yes
OFF000557,5669-SRAIP,2023-04-18,Cashback ₹500,500.0,Yes,2023-04-25,New,Yes
OFF000558,5669-SRAIP,2025-03-18,Loyalty Reward,0.0,No,,New,Yes
OFF000559,5981-ITEMU,2024-01-08,10% Discount,9.71,No,,Loyal,Yes
OFF000560,5981-ITEMU,2024-11-02,Free 3 Months Streaming,0.0,Yes,2024-11-07,Loyal,Yes
OFF000561,6941-PMGEP,2024-11-07,10% Discount,8.0,No,,New,Yes
OFF000562,1624-WOIWJ,2025-05-13,Extra 100GB Data,100.0,No,,New,Yes
OFF000563,1624-WOIWJ,2024-02-27,30% Discount,16.94,No,,New,Yes
OFF000564,2074-GKOWZ,2023-06-02,30% Discount,26.86,No,,New,Yes
OFF000565,0376-YMCJC,2024-04-04,Free Upgrade,0.0,No,,Regular,Yes
OFF000566,0376-YMCJC,2023-06-16,Premium Support,0.0,No,,Regular,Yes
OFF000567,0376-YMCJC,2024-08-08,Free Upgrade,0.0,No,,Regular,Yes
OFF000568,0634-SZPQA,2023-11-01,30% Discount,18.01,No,,Regular,Yes
OFF000569,5536-RTPWK,2024-03-22,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF000570,5536-RTPWK,2025-05-25,20% Discount,29.71,No,,Loyal,Yes
OFF000571,5536-RTPWK,2023-01-18,10% Discount,29.71,No,,Loyal,Yes
OFF000572,6166-ILMNY,2024-10-20,Loyalty Reward,0.0,No,,New,Yes
OFF000573,6166-ILMNY,2024-01-06,20% Discount,6.98,Yes,2024-01-09,New,Yes
OFF000574,3097-NNSPB,2023-07-22,Cashback ₹500,500.0,No,,New,Yes
OFF000575,0655-RBDUG,2025-03-24,20% Discount,9.8,Yes,2025-03-28,New,Yes
OFF000576,0655-RBDUG,2023-01-05,Free Installation,0.0,No,,New,Yes
OFF000577,0655-RBDUG,2023-11-09,Free 3 Months Streaming,0.0,Yes,2023-11-10,New,Yes
OFF000578,4361-BKAXE,2023-12-21,Free 3 Months Streaming,0.0,No,,Loyal,Yes
OFF000579,9878-TNQGW,2025-03-28,10% Discount,8.1,Yes,2025-03-28,New,Yes
OFF000580,4441-NIHPT,2024-03-16,20% Discount,14.86,No,,Regular,Yes
OFF000581,4441-NIHPT,2024-05-06,Free 3 Months Streaming,0.0,Yes,2024-05-09,Regular,Yes
OFF000582,4441-NIHPT,2024-09-16,Free Installation,0.0,No,,Regular,Yes
OFF000583,8999-BOHSE,2023-11-27,Premium Support,0.0,No,,New,Yes
OFF000584,8999-BOHSE,2025-06-03,30% Discount,26.91,No,,New,Yes
OFF000585,7029-RPUAV,2025-07-16,Free Upgrade,0.0,No,,Regular,Yes
OFF000586,7029-RPUAV,2025-11-11,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000587,4607-CHPCA,2025-08-04,Free Installation,0.0,No,,Regular,Yes
OFF000588,4607-CHPCA,2025-08-17,Extra 100GB Data,100.0,No,,Regular,Yes
OFF000589,8824-RWFXJ,2025-05-21,Free Upgrade,0.0,No,,New,Yes
